,name,diameter,weight,red,green,blue
1964,1,8.14,147.81,148,91,2
1965,1,8.14,147.82,153,99,2
1966,1,8.15,147.83,171,70,20
1967,1,8.15,147.83,151,74,12
1968,1,8.15,147.85,158,83,20
1969,1,8.15,147.85,147,67,15
1970,1,8.15,147.86,151,72,3
1971,1,8.15,147.86,161,79,13
1972,1,8.15,147.87,166,77,10
1973,1,8.15,147.87,173,73,7
1974,1,8.15,147.92,157,88,2
1975,1,8.15,147.93,157,82,2
1976,1,8.15,147.94,146,84,9
1977,1,8.15,147.95,136,85,2
1978,1,8.15,147.95,164,73,12
1979,1,8.15,147.96,170,93,10
1980,1,8.15,147.99,151,95,2
1981,1,8.15,148.0,159,87,8
1982,1,8.16,148.0,171,70,12
1983,1,8.16,148.0,154,93,10
1984,1,8.16,148.02,165,92,13
1985,1,8.16,148.02,161,77,12
1986,1,8.16,148.02,160,99,7
1987,1,8.16,148.02,154,82,8
1988,1,8.16,148.02,160,96,11
1989,1,8.16,148.03,161,86,23
1990,1,8.16,148.03,173,54,21
1991,1,8.16,148.04,165,82,8
1992,1,8.16,148.05,152,71,2
1993,1,8.16,148.06,152,68,2
1994,1,8.16,148.07,162,78,6
1995,1,8.16,148.09,144,91,10
1996,1,8.16,148.1,149,105,2
1997,1,8.16,148.11,155,104,5
1998,1,8.16,148.12,169,75,2
1999,1,8.16,148.13,158,96,15
2000,1,8.16,148.14,162,92,9
2001,1,8.17,148.14,145,91,6
2002,1,8.17,148.15,159,84,7
2003,1,8.17,148.15,151,73,16
2004,1,8.17,148.15,149,74,17
2005,1,8.17,148.16,163,78,5
2006,1,8.17,148.17,153,75,2
2007,1,8.17,148.18,155,62,2
2008,1,8.17,148.19,139,90,8
2009,1,8.17,148.19,148,89,2
2010,1,8.17,148.19,139,85,9
2011,1,8.17,148.2,146,88,2
2012,1,8.17,148.21,155,62,10
2013,1,8.17,148.21,165,86,2
2014,1,8.17,148.22,166,76,5
2015,1,8.17,148.23,174,97,2
2016,1,8.17,148.25,151,86,2
2017,1,8.17,148.25,153,82,2
2018,1,8.18,148.27,149,91,2
2019,1,8.18,148.27,146,82,2
2020,1,8.18,148.28,162,85,14
2021,1,8.18,148.28,158,81,23
2022,1,8.18,148.28,157,84,2
2023,1,8.18,148.28,151,86,2
2024,1,8.18,148.28,171,73,24
2025,1,8.19,148.29,161,82,5
2026,1,8.19,148.32,149,72,11
2027,1,8.19,148.32,163,99,2
2028,1,8.19,148.33,154,99,11
2029,1,8.19,148.34,150,73,2
2030,1,8.19,148.36,156,88,13
2031,1,8.19,148.37,161,67,2
2032,1,8.19,148.37,173,62,9
2033,1,8.19,148.37,164,97,2
2034,1,8.19,148.38,156,97,10
2035,1,8.19,148.39,153,87,14
2036,1,8.19,148.39,167,81,2
2037,1,8.19,148.4,147,84,3
2038,1,8.19,148.4,145,56,15
2039,1,8.19,148.41,162,80,2
2040,1,8.19,148.42,179,66,2
2041,1,8.19,148.45,157,90,2
2042,1,8.19,148.45,158,94,2
2043,1,8.2,148.47,172,97,2
2044,1,8.2,148.48,169,63,2
2045,1,8.2,148.49,156,100,3
2046,1,8.2,148.5,155,84,21
2047,1,8.2,148.52,156,98,2
2048,1,8.2,148.52,171,79,2
2049,1,8.2,148.52,148,101,2
2050,1,8.2,148.54,161,95,6
2051,1,8.2,148.54,173,82,2
2052,1,8.2,148.54,154,76,11
2053,1,8.2,148.55,156,79,4
2054,1,8.2,148.56,163,82,2
2055,1,8.2,148.57,149,76,18
2056,1,8.2,148.59,159,99,2
2057,1,8.2,148.61,159,81,5
2058,1,8.21,148.61,176,79,18
2059,1,8.21,148.62,147,89,2
2060,1,8.21,148.62,143,93,2
2061,1,8.21,148.62,164,73,11
2062,1,8.21,148.63,154,77,2
2063,1,8.21,148.64,177,81,2
2064,1,8.21,148.65,157,82,16
2065,1,8.21,148.66,168,76,10
2066,1,8.21,148.67,140,54,2
2067,1,8.21,148.67,161,88,11
2068,1,8.21,148.68,153,70,5
2069,1,8.21,148.7,156,76,21
2070,1,8.21,148.7,143,78,21
2071,1,8.21,148.71,152,91,5
2072,1,8.21,148.73,150,84,2
2073,1,8.21,148.73,144,87,2
2074,1,8.21,148.75,150,61,2
2075,1,8.21,148.75,165,81,17
2076,1,8.21,148.75,169,83,2
2077,1,8.22,148.76,164,78,22
2078,1,8.22,148.78,151,78,16
2079,1,8.22,148.8,161,74,13
2080,1,8.22,148.8,139,83,14
2081,1,8.22,148.81,158,86,6
2082,1,8.22,148.81,160,64,5
2083,1,8.22,148.82,147,59,26
2084,1,8.22,148.82,153,95,2
2085,1,8.22,148.82,159,78,2
2086,1,8.22,148.84,160,58,2
2087,1,8.22,148.85,153,79,18
2088,1,8.22,148.86,162,69,14
2089,1,8.22,148.87,150,54,2
2090,1,8.22,148.88,164,93,18
2091,1,8.22,148.89,150,89,23
2092,1,8.22,148.9,149,74,2
2093,1,8.23,148.91,145,79,11
2094,1,8.23,148.91,171,90,11
2095,1,8.23,148.92,158,70,2
2096,1,8.23,148.93,160,86,4
2097,1,8.23,148.96,170,73,13
2098,1,8.23,148.96,162,76,2
2099,1,8.23,148.96,149,85,2
2100,1,8.23,148.97,158,90,29
2101,1,8.23,148.97,166,68,2
2102,1,8.23,148.98,169,84,2
2103,1,8.23,149.02,182,69,6
2104,1,8.23,149.02,144,74,15
2105,1,8.23,149.03,133,87,9
2106,1,8.23,149.03,151,68,4
2107,1,8.24,149.03,166,87,17
2108,1,8.24,149.04,168,79,8
2109,1,8.24,149.05,170,83,2
2110,1,8.24,149.06,150,91,4
2111,1,8.24,149.06,176,72,2
2112,1,8.24,149.06,157,76,12
2113,1,8.24,149.07,161,92,3
2114,1,8.24,149.07,147,84,2
2115,1,8.24,149.09,134,79,19
2116,1,8.24,149.11,150,90,12
2117,1,8.24,149.11,153,88,6
2118,1,8.24,149.14,151,91,14
2119,1,8.24,149.16,159,83,2
2120,1,8.24,149.16,148,96,2
2121,1,8.24,149.18,166,60,2
2122,1,8.24,149.18,171,75,18
2123,1,8.25,149.19,169,87,4
2124,1,8.25,149.19,154,85,11
2125,1,8.25,149.21,172,76,2
2126,1,8.25,149.21,154,89,29
2127,1,8.25,149.22,162,80,2
2128,1,8.25,149.24,155,79,2
2129,1,8.25,149.24,147,74,2
2130,1,8.25,149.25,148,66,2
2131,1,8.25,149.25,163,70,12
2132,1,8.25,149.25,167,85,9
2133,1,8.25,149.26,172,85,9
2134,1,8.25,149.27,157,71,6
2135,1,8.25,149.28,163,91,2
2136,1,8.25,149.29,171,97,2
2137,1,8.25,149.29,164,71,2
2138,1,8.25,149.29,143,94,10
2139,1,8.25,149.31,171,88,13
2140,1,8.25,149.31,143,93,14
2141,1,8.25,149.32,160,92,5
2142,1,8.25,149.34,159,93,2
2143,1,8.26,149.35,139,83,2
2144,1,8.26,149.36,151,71,2
2145,1,8.26,149.36,136,73,2
2146,1,8.26,149.38,167,85,2
2147,1,8.27,149.38,163,84,2
2148,1,8.27,149.39,161,72,6
2149,1,8.27,149.43,139,84,17
2150,1,8.27,149.44,144,79,2
2151,1,8.27,149.44,148,67,2
2152,1,8.27,149.44,160,90,2
2153,1,8.27,149.44,148,93,7
2154,1,8.27,149.45,159,82,5
2155,1,8.27,149.45,158,84,2
2156,1,8.27,149.46,144,75,2
2157,1,8.27,149.46,150,75,2
2158,1,8.27,149.46,130,82,25
2159,1,8.27,149.48,143,89,7
2160,1,8.27,149.48,150,89,2
2161,1,8.27,149.49,168,90,2
2162,1,8.27,149.49,146,71,12
2163,1,8.27,149.5,139,79,7
2164,1,8.27,149.5,173,77,4
2165,1,8.28,149.5,150,78,6
2166,1,8.28,149.53,169,96,5
2167,1,8.28,149.53,167,89,2
2168,1,8.28,149.54,163,92,17
2169,1,8.28,149.54,153,86,2
2170,1,8.28,149.56,151,73,2
2171,1,8.28,149.57,153,65,23
2172,1,8.28,149.6,144,93,2
2173,1,8.29,149.6,164,68,2
2174,1,8.29,149.61,170,84,2
2175,1,8.29,149.63,161,83,2
2176,1,8.29,149.64,148,70,10
2177,1,8.29,149.66,150,84,2
2178,1,8.29,149.67,159,91,7
2179,1,8.29,149.68,158,90,6
2180,1,8.29,149.69,156,70,15
2181,1,8.29,149.69,145,97,5
2182,1,8.29,149.7,154,103,2
2183,1,8.29,149.71,139,83,10
2184,1,8.29,149.73,158,91,2
2185,1,8.29,149.74,151,83,8
2186,1,8.3,149.75,154,80,2
2187,1,8.3,149.77,147,82,14
2188,1,8.3,149.78,147,97,9
2189,1,8.3,149.78,172,61,2
2190,1,8.3,149.79,149,80,4
2191,1,8.3,149.79,143,90,2
2192,1,8.3,149.8,164,86,2
2193,1,8.3,149.81,158,96,13
2194,1,8.3,149.81,137,76,2
2195,1,8.3,149.81,148,94,2
2196,1,8.3,149.82,164,88,8
2197,1,8.31,149.82,171,95,4
2198,1,8.31,149.82,159,80,2
2199,1,8.31,149.83,157,72,6
2200,1,8.31,149.83,161,61,10
2201,1,8.31,149.84,158,83,12
2202,1,8.31,149.85,170,77,2
2203,1,8.31,149.86,161,85,2
2204,1,8.31,149.87,165,83,2
2205,1,8.31,149.88,164,100,2
2206,1,8.31,149.89,163,62,19
2207,1,8.31,149.9,144,76,2
2208,1,8.31,149.9,153,60,8
2209,1,8.32,149.92,148,98,2
2210,1,8.32,149.92,148,80,5
2211,1,8.32,149.93,168,64,2
2212,1,8.32,149.93,170,85,12
2213,1,8.32,149.93,154,92,10
2214,1,8.32,149.94,158,88,2
2215,1,8.32,149.95,163,76,2
2216,1,8.32,149.97,144,86,21
2217,1,8.32,149.97,144,89,8
2218,1,8.32,149.97,164,103,16
2219,1,8.32,149.98,160,66,2
2220,1,8.32,149.98,165,83,2
2221,1,8.32,149.99,167,77,2
2222,1,8.32,150.01,143,92,17
2223,1,8.32,150.04,162,94,11
2224,1,8.32,150.04,155,88,3
2225,1,8.32,150.04,163,92,2
2226,1,8.32,150.05,162,86,13
2227,1,8.32,150.06,153,79,22
2228,1,8.32,150.07,149,84,32
2229,1,8.33,150.08,161,89,16
2230,1,8.33,150.08,150,85,16
2231,1,8.33,150.09,155,80,7
2232,1,8.33,150.1,163,93,2
2233,1,8.33,150.12,132,89,2
2234,1,8.33,150.12,144,82,7
2235,1,8.33,150.13,148,78,2
2236,1,8.33,150.14,170,89,2
2237,1,8.33,150.15,155,79,19
2238,1,8.33,150.17,162,85,5
2239,1,8.33,150.18,154,82,2
2240,1,8.33,150.22,164,74,2
2241,1,8.33,150.22,171,83,8
2242,1,8.33,150.23,170,84,6
2243,1,8.33,150.23,143,84,4
2244,1,8.33,150.23,146,79,7
2245,1,8.33,150.24,156,62,2
2246,1,8.33,150.25,144,79,14
2247,1,8.33,150.25,149,89,5
2248,1,8.33,150.26,166,67,15
2249,1,8.33,150.26,147,91,2
2250,1,8.33,150.27,168,71,2
2251,1,8.33,150.29,163,83,23
2252,1,8.33,150.3,170,75,7
2253,1,8.34,150.3,151,99,2
2254,1,8.34,150.31,175,71,2
2255,1,8.34,150.35,145,90,2
2256,1,8.34,150.36,154,88,7
2257,1,8.34,150.36,159,73,14
2258,1,8.34,150.37,170,78,5
2259,1,8.34,150.39,164,75,2
2260,1,8.34,150.4,146,84,2
2261,1,8.34,150.41,161,79,10
2262,1,8.34,150.41,162,77,2
2263,1,8.34,150.42,153,78,2
2264,1,8.34,150.43,161,72,14
2265,1,8.34,150.46,170,79,5
2266,1,8.34,150.46,161,82,14
2267,1,8.34,150.48,150,67,2
2268,1,8.35,150.49,170,71,16
2269,1,8.35,150.52,159,95,8
2270,1,8.35,150.52,157,76,16
2271,1,8.35,150.53,165,94,2
2272,1,8.35,150.53,160,96,2
2273,1,8.35,150.54,163,86,21
2274,1,8.35,150.54,157,70,13
2275,1,8.35,150.55,169,76,22
2276,1,8.35,150.58,160,80,3
2277,1,8.35,150.59,167,91,2
2278,1,8.35,150.61,169,93,10
2279,1,8.35,150.63,166,73,14
2280,1,8.35,150.64,140,70,2
2281,1,8.35,150.64,146,73,7
2282,1,8.35,150.65,159,86,2
2283,1,8.36,150.65,175,89,2
2284,1,8.36,150.65,144,89,2
2285,1,8.36,150.67,145,86,7
2286,1,8.36,150.7,147,86,4
2287,1,8.36,150.72,152,85,20
2288,1,8.36,150.73,167,79,2
2289,1,8.36,150.73,148,76,2
2290,1,8.36,150.75,135,74,2
2291,1,8.36,150.76,166,75,20
2292,1,8.36,150.76,159,96,12
2293,1,8.36,150.77,149,86,2
2294,1,8.36,150.77,149,85,3
2295,1,8.36,150.78,151,73,2
2296,1,8.36,150.78,162,78,5
2297,1,8.36,150.78,156,79,2
2298,1,8.36,150.79,146,71,2
2299,1,8.36,150.8,161,100,2
2300,1,8.36,150.82,135,76,12
2301,1,8.37,150.83,158,70,8
2302,1,8.37,150.83,175,62,11
2303,1,8.37,150.84,145,72,9
2304,1,8.37,150.84,155,83,6
2305,1,8.37,150.85,154,87,7
2306,1,8.37,150.86,162,83,9
2307,1,8.37,150.88,175,81,2
2308,1,8.37,150.88,161,71,7
2309,1,8.37,150.88,158,87,7
2310,1,8.37,150.89,161,76,4
2311,1,8.37,150.9,149,70,2
2312,1,8.37,150.93,170,80,13
2313,1,8.37,150.94,154,76,6
2314,1,8.37,150.94,146,75,7
2315,1,8.38,150.95,161,96,10
2316,1,8.38,150.97,158,72,8
2317,1,8.38,150.97,161,95,15
2318,1,8.38,150.99,156,74,3
2319,1,8.38,151.01,148,85,9
2320,1,8.38,151.01,166,84,5
2321,1,8.38,151.03,170,105,3
2322,1,8.38,151.03,151,59,2
2323,1,8.38,151.04,145,92,9
2324,1,8.38,151.04,153,73,17
2325,1,8.38,151.05,154,66,2
2326,1,8.38,151.05,160,82,2
2327,1,8.38,151.09,161,89,2
2328,1,8.38,151.1,154,81,3
2329,1,8.38,151.1,159,85,2
2330,1,8.38,151.11,149,72,2
2331,1,8.38,151.11,152,96,2
2332,1,8.39,151.11,157,94,17
2333,1,8.39,151.12,139,69,7
2334,1,8.39,151.12,147,73,7
2335,1,8.39,151.13,172,62,2
2336,1,8.39,151.13,163,77,2
2337,1,8.39,151.15,169,85,17
2338,1,8.39,151.15,156,80,10
2339,1,8.39,151.16,161,82,8
2340,1,8.39,151.16,166,85,18
2341,1,8.39,151.17,168,65,27
2342,1,8.39,151.17,143,80,13
2343,1,8.39,151.21,169,89,14
2344,1,8.39,151.23,164,88,21
2345,1,8.39,151.23,155,84,6
2346,1,8.39,151.25,166,74,11
2347,1,8.39,151.26,148,77,7
2348,1,8.39,151.27,164,99,2
2349,1,8.39,151.27,157,85,2
2350,1,8.4,151.27,162,89,2
2351,1,8.4,151.3,154,87,2
2352,1,8.4,151.3,170,76,12
2353,1,8.4,151.3,157,83,18
2354,1,8.4,151.33,140,106,2
2355,1,8.4,151.34,166,87,2
2356,1,8.4,151.36,177,92,18
2357,1,8.4,151.37,144,65,15
2358,1,8.4,151.37,171,77,2
2359,1,8.4,151.37,142,92,12
2360,1,8.4,151.38,140,85,18
2361,1,8.4,151.4,155,75,2
2362,1,8.4,151.4,150,86,7
2363,1,8.4,151.41,156,81,22
2364,1,8.4,151.41,172,72,17
2365,1,8.4,151.42,149,89,7
2366,1,8.4,151.42,157,79,12
2367,1,8.4,151.43,172,79,15
2368,1,8.4,151.45,138,77,11
2369,1,8.4,151.46,160,90,2
2370,1,8.4,151.48,141,85,2
2371,1,8.4,151.51,154,86,8
2372,1,8.4,151.53,155,89,20
2373,1,8.4,151.54,156,72,2
2374,1,8.4,151.56,157,95,2
2375,1,8.4,151.57,157,66,16
2376,1,8.41,151.59,146,88,2
2377,1,8.41,151.6,160,83,16
2378,1,8.41,151.6,146,85,17
2379,1,8.41,151.61,159,68,13
2380,1,8.41,151.62,161,89,2
2381,1,8.41,151.64,149,88,2
2382,1,8.41,151.65,163,89,2
2383,1,8.41,151.66,166,87,21
2384,1,8.41,151.66,159,92,13
2385,1,8.41,151.69,153,93,3
2386,1,8.41,151.7,153,74,7
2387,1,8.42,151.7,162,68,2
2388,1,8.42,151.71,162,103,2
2389,1,8.42,151.71,152,105,2
2390,1,8.42,151.72,145,92,2
2391,1,8.42,151.72,144,92,15
2392,1,8.42,151.73,174,70,2
2393,1,8.42,151.74,151,88,2
2394,1,8.42,151.75,171,65,20
2395,1,8.42,151.75,159,92,2
2396,1,8.42,151.75,141,89,14
2397,1,8.42,151.77,159,81,4
2398,1,8.42,151.77,162,76,21
2399,1,8.42,151.77,151,78,15
2400,1,8.42,151.77,163,89,15
2401,1,8.42,151.78,167,94,2
2402,1,8.42,151.79,165,83,2
2403,1,8.42,151.79,161,67,2
2404,1,8.42,151.79,141,74,2
2405,1,8.42,151.81,173,93,6
2406,1,8.42,151.82,147,95,26
2407,1,8.42,151.83,147,82,2
2408,1,8.42,151.83,145,74,2
2409,1,8.42,151.85,158,76,23
2410,1,8.42,151.87,166,81,2
2411,1,8.42,151.88,169,88,8
2412,1,8.42,151.88,172,78,4
2413,1,8.42,151.88,163,77,2
2414,1,8.42,151.89,158,79,14
2415,1,8.42,151.9,161,61,27
2416,1,8.43,151.91,148,73,15
2417,1,8.43,151.93,160,90,18
2418,1,8.43,151.96,156,82,13
2419,1,8.43,151.96,155,74,2
2420,1,8.43,151.97,158,89,2
2421,1,8.43,151.98,179,63,8
2422,1,8.43,151.99,143,73,14
2423,1,8.43,152.0,149,90,3
2424,1,8.43,152.0,168,97,10
2425,1,8.43,152.01,165,59,8
2426,1,8.43,152.01,153,74,22
2427,1,8.43,152.02,170,82,6
2428,1,8.43,152.02,144,82,2
2429,1,8.43,152.04,166,55,3
2430,1,8.43,152.04,157,90,2
2431,1,8.43,152.05,161,61,3
2432,1,8.43,152.06,153,83,23
2433,1,8.43,152.06,162,99,4
2434,1,8.43,152.07,155,79,11
2435,1,8.43,152.07,152,77,8
2436,1,8.43,152.08,171,100,6
2437,1,8.43,152.08,156,89,4
2438,1,8.43,152.1,165,86,6
2439,1,8.44,152.1,169,63,5
2440,1,8.44,152.11,161,63,19
2441,1,8.44,152.11,155,77,6
2442,1,8.44,152.12,160,78,2
2443,1,8.44,152.12,150,85,2
2444,1,8.44,152.12,154,81,13
2445,1,8.44,152.13,164,78,4
2446,1,8.44,152.14,147,70,12
2447,1,8.44,152.15,155,72,6
2448,1,8.44,152.15,171,75,2
2449,1,8.44,152.16,171,67,2
2450,1,8.44,152.21,164,90,7
2451,1,8.44,152.22,147,75,8
2452,1,8.45,152.22,153,62,12
2453,1,8.45,152.24,148,71,8
2454,1,8.45,152.25,148,99,2
2455,1,8.45,152.26,158,69,10
2456,1,8.45,152.28,164,81,2
2457,1,8.45,152.28,137,82,2
2458,1,8.45,152.29,160,80,2
2459,1,8.45,152.3,157,77,7
2460,1,8.45,152.3,138,91,2
2461,1,8.45,152.31,163,82,2
2462,1,8.45,152.31,158,64,2
2463,1,8.45,152.31,153,79,20
2464,1,8.45,152.33,152,86,2
2465,1,8.45,152.34,166,79,2
2466,1,8.45,152.36,155,62,3
2467,1,8.45,152.38,162,96,23
2468,1,8.45,152.38,167,78,11
2469,1,8.45,152.4,167,79,2
2470,1,8.45,152.41,155,85,2
2471,1,8.46,152.42,142,97,2
2472,1,8.46,152.42,142,78,11
2473,1,8.46,152.42,163,88,2
2474,1,8.46,152.42,148,89,2
2475,1,8.46,152.43,139,75,7
2476,1,8.46,152.43,145,84,4
2477,1,8.46,152.44,147,95,9
2478,1,8.46,152.47,148,84,20
2479,1,8.46,152.47,172,80,5
2480,1,8.46,152.47,150,76,4
2481,1,8.46,152.48,166,64,2
2482,1,8.46,152.48,171,77,2
2483,1,8.46,152.49,171,75,19
2484,1,8.46,152.49,169,101,2
2485,1,8.46,152.5,158,71,2
2486,1,8.46,152.5,164,91,2
2487,1,8.46,152.5,162,89,20
2488,1,8.46,152.5,157,81,16
2489,1,8.46,152.51,159,96,2
2490,1,8.46,152.51,147,97,19
2491,1,8.46,152.54,140,107,10
2492,1,8.47,152.57,165,92,3
2493,1,8.47,152.59,151,81,2
2494,1,8.47,152.6,165,58,2
2495,1,8.47,152.62,161,75,2
2496,1,8.47,152.63,150,79,19
2497,1,8.47,152.65,165,78,3
2498,1,8.47,152.65,157,89,3
2499,1,8.47,152.66,150,79,5
2500,1,8.47,152.67,145,83,2
2501,1,8.47,152.68,129,89,2
2502,1,8.48,152.69,170,95,2
2503,1,8.48,152.7,153,76,2
2504,1,8.48,152.7,151,72,11
2505,1,8.48,152.71,159,91,9
2506,1,8.48,152.73,156,80,10
2507,1,8.48,152.74,149,79,4
2508,1,8.48,152.77,145,73,2
2509,1,8.48,152.78,150,85,9
2510,1,8.49,152.78,169,96,2
2511,1,8.49,152.79,181,69,22
2512,1,8.49,152.79,153,91,2
2513,1,8.49,152.79,146,79,3
2514,1,8.49,152.8,158,83,2
2515,1,8.49,152.82,166,85,2
2516,1,8.49,152.83,156,86,2
2517,1,8.49,152.84,161,80,8
2518,1,8.49,152.85,182,77,14
2519,1,8.49,152.85,171,85,4
2520,1,8.49,152.85,136,78,2
2521,1,8.49,152.86,160,69,2
2522,1,8.49,152.86,155,76,5
2523,1,8.49,152.86,156,91,18
2524,1,8.49,152.87,143,84,15
2525,1,8.5,152.87,170,88,2
2526,1,8.5,152.9,146,82,3
2527,1,8.5,152.9,170,98,8
2528,1,8.5,152.92,147,92,2
2529,1,8.5,152.92,141,90,26
2530,1,8.5,152.92,160,93,3
2531,1,8.5,152.93,168,69,6
2532,1,8.5,152.93,167,67,5
2533,1,8.5,152.95,144,80,18
2534,1,8.5,152.96,176,82,17
2535,1,8.5,152.97,142,77,2
2536,1,8.5,152.98,156,89,15
2537,1,8.5,152.98,151,84,20
2538,1,8.51,152.98,162,73,13
2539,1,8.51,152.99,149,97,7
2540,1,8.51,153.0,153,68,6
2541,1,8.51,153.0,152,103,6
2542,1,8.51,153.01,153,85,16
2543,1,8.51,153.05,179,73,2
2544,1,8.51,153.05,159,76,4
2545,1,8.51,153.06,147,70,5
2546,1,8.51,153.07,161,80,5
2547,1,8.51,153.08,167,89,2
2548,1,8.51,153.08,164,58,2
2549,1,8.51,153.08,162,83,2
2550,1,8.51,153.08,149,85,2
2551,1,8.51,153.09,154,68,13
2552,1,8.51,153.09,159,89,4
2553,1,8.51,153.11,172,85,2
2554,1,8.51,153.11,154,84,8
2555,1,8.51,153.12,173,99,17
2556,1,8.52,153.13,154,73,18
2557,1,8.52,153.15,173,67,2
2558,1,8.52,153.16,164,69,2
2559,1,8.52,153.17,128,78,2
2560,1,8.52,153.18,174,94,8
2561,1,8.52,153.19,158,78,2
2562,1,8.52,153.2,132,89,14
2563,1,8.52,153.21,167,84,2
2564,1,8.52,153.21,150,89,12
2565,1,8.52,153.23,163,90,12
2566,1,8.52,153.23,152,64,2
2567,1,8.52,153.26,145,76,2
2568,1,8.52,153.26,152,76,16
2569,1,8.52,153.28,148,88,2
2570,1,8.52,153.29,160,90,2
2571,1,8.52,153.29,161,81,2
2572,1,8.53,153.29,158,88,8
2573,1,8.53,153.29,157,80,5
2574,1,8.53,153.3,161,60,2
2575,1,8.53,153.3,174,66,9
2576,1,8.53,153.3,156,93,6
2577,1,8.53,153.3,152,84,2
2578,1,8.53,153.3,140,82,2
2579,1,8.53,153.32,155,83,14
2580,1,8.53,153.34,162,79,3
2581,1,8.53,153.34,167,89,2
2582,1,8.54,153.34,182,89,16
2583,1,8.54,153.35,160,92,2
2584,1,8.54,153.35,151,80,2
2585,1,8.54,153.36,156,69,2
2586,1,8.54,153.36,161,93,3
2587,1,8.54,153.36,166,88,3
2588,1,8.54,153.36,169,84,15
2589,1,8.54,153.37,170,80,2
2590,1,8.54,153.37,160,70,2
2591,1,8.54,153.38,166,78,2
2592,1,8.54,153.38,155,89,2
2593,1,8.54,153.38,149,69,7
2594,1,8.54,153.38,155,76,2
2595,1,8.54,153.39,170,76,3
2596,1,8.54,153.39,154,77,3
2597,1,8.55,153.39,159,84,6
2598,1,8.55,153.4,153,88,14
2599,1,8.55,153.4,167,83,15
2600,1,8.55,153.4,154,90,14
2601,1,8.55,153.41,153,84,2
2602,1,8.55,153.41,147,67,5
2603,1,8.55,153.43,170,89,5
2604,1,8.55,153.43,146,78,13
2605,1,8.55,153.44,158,78,2
2606,1,8.55,153.44,164,76,15
2607,1,8.55,153.45,164,75,2
2608,1,8.55,153.46,158,76,2
2609,1,8.55,153.48,146,79,2
2610,1,8.55,153.49,163,70,2
2611,1,8.55,153.49,156,85,4
2612,1,8.56,153.51,149,88,2
2613,1,8.56,153.52,161,66,23
2614,1,8.56,153.52,149,80,2
2615,1,8.56,153.56,150,61,6
2616,1,8.56,153.57,140,72,15
2617,1,8.56,153.58,156,86,5
2618,1,8.56,153.58,172,88,5
2619,1,8.56,153.58,159,79,14
2620,1,8.56,153.59,149,62,8
2621,1,8.56,153.6,162,83,15
2622,1,8.56,153.62,158,75,17
2623,1,8.56,153.63,162,88,3
2624,1,8.56,153.64,176,82,4
2625,1,8.56,153.65,155,95,2
2626,1,8.56,153.66,154,87,6
2627,1,8.56,153.67,155,92,2
2628,1,8.56,153.68,155,89,13
2629,1,8.56,153.69,159,76,2
2630,1,8.56,153.69,145,86,2
2631,1,8.56,153.69,148,84,9
2632,1,8.57,153.7,161,87,13
2633,1,8.57,153.7,153,78,17
2634,1,8.57,153.7,159,74,2
2635,1,8.57,153.7,139,78,11
2636,1,8.57,153.71,144,82,2
2637,1,8.57,153.72,156,81,2
2638,1,8.57,153.72,145,76,2
2639,1,8.57,153.73,141,90,2
2640,1,8.57,153.73,149,87,25
2641,1,8.57,153.75,162,64,21
2642,1,8.57,153.76,143,92,15
2643,1,8.57,153.77,151,104,2
2644,1,8.57,153.77,164,75,3
2645,1,8.57,153.77,147,98,2
2646,1,8.58,153.78,167,79,6
2647,1,8.58,153.78,141,72,11
2648,1,8.58,153.79,144,81,9
2649,1,8.58,153.8,162,76,22
2650,1,8.58,153.81,168,74,2
2651,1,8.58,153.82,156,80,2
2652,1,8.58,153.82,162,86,8
2653,1,8.58,153.85,150,79,25
2654,1,8.58,153.86,155,82,2
2655,1,8.58,153.86,176,90,2
2656,1,8.58,153.86,143,76,2
2657,1,8.58,153.88,165,72,6
2658,1,8.58,153.89,162,85,14
2659,1,8.58,153.9,166,79,12
2660,1,8.58,153.9,179,84,4
2661,1,8.58,153.91,143,68,14
2662,1,8.58,153.91,162,107,15
2663,1,8.58,153.92,155,93,14
2664,1,8.58,153.92,180,63,4
2665,1,8.58,153.94,150,86,2
2666,1,8.59,153.97,156,88,2
2667,1,8.59,153.98,152,81,2
2668,1,8.59,153.98,158,101,5
2669,1,8.59,154.02,150,77,2
2670,1,8.59,154.02,157,66,5
2671,1,8.59,154.07,144,59,2
2672,1,8.59,154.08,151,94,2
2673,1,8.59,154.09,162,72,2
2674,1,8.59,154.09,155,73,24
2675,1,8.59,154.09,159,78,2
2676,1,8.59,154.1,164,75,11
2677,1,8.59,154.12,175,70,2
2678,1,8.59,154.15,174,91,2
2679,1,8.59,154.15,148,96,2
2680,1,8.59,154.15,149,79,10
2681,1,8.59,154.15,154,93,2
2682,1,8.59,154.17,160,99,7
2683,1,8.6,154.18,168,78,2
2684,1,8.6,154.19,156,95,9
2685,1,8.6,154.2,153,81,2
2686,1,8.6,154.2,160,84,2
2687,1,8.6,154.2,144,64,2
2688,1,8.6,154.21,171,74,17
2689,1,8.6,154.21,161,97,2
2690,1,8.6,154.21,159,81,2
2691,1,8.6,154.21,160,75,12
2692,1,8.6,154.24,155,62,2
2693,1,8.6,154.25,149,80,9
2694,1,8.6,154.25,150,88,2
2695,1,8.6,154.26,165,88,6
2696,1,8.6,154.27,173,77,2
2697,1,8.6,154.3,166,67,2
2698,1,8.6,154.31,147,85,2
