F12attr,F24attr,Fattr,B14attr,A13attr,Aattr,A19attr,C9attr,F30attr,Cattr,class
-0.182104,-0.093911,-0.185416,-1.029824,-0.906215,0.117596,-0.159228,-1.158593,-0.551339,-0.858503,4.0
0.385456,0.475086,0.033054,0.230975,0.110673,-0.984869,-0.895577,0.341299,0.235886,0.342991,1.0
0.56009,0.693931,0.513687,-0.084225,0.050856,0.705578,0.724391,0.281304,0.025959,0.042617,3.0
-0.356737,-0.356526,0.076748,-0.819691,-1.2053,0.485085,0.135312,-0.738623,-1.286082,-0.55813,7.0
-0.444054,-1.406983,0.382605,0.020842,0.409758,-1.205362,-1.705561,1.241235,-0.079004,0.342991,2.0
-1.098931,-1.319444,-1.277763,-1.292491,-1.743652,-1.205362,-0.748307,-1.938536,-1.2336,-1.939848,5.0
1.258626,1.000315,0.906932,0.388575,0.888293,1.220062,1.46074,0.641278,0.235886,0.523215,3.0
-0.531371,-0.444064,-0.447579,-1.292491,-1.504385,-0.176394,-0.085593,-1.518567,-1.338564,-1.218951,7.0
-0.094787,-0.181449,-0.185416,-0.767158,-0.786581,-0.176394,-0.380132,-1.278584,-0.446376,-1.279026,7.0
0.734724,0.693931,0.688462,0.125908,0.290124,0.411587,1.018931,0.281304,0.183404,-0.197682,3.0
-1.186248,0.475086,-1.889477,0.020842,-0.846398,-1.499353,-0.085593,-0.378649,-0.341412,-0.137607,2.0
0.734724,1.087853,0.688462,0.125908,0.529392,1.073066,1.976185,1.661204,0.025959,0.282916,3.0
0.8657,0.869008,0.994319,-0.084225,0.290124,1.073066,1.387105,0.821265,-0.183967,0.703439,3.0
1.214967,0.825239,1.081707,0.756308,0.888293,0.117596,-0.085593,1.181239,0.603258,1.184036,1.0
-0.182104,0.343779,-0.01064,-0.609558,-0.367863,1.073066,1.239836,0.581282,-1.023674,0.282916,2.0
-0.531371,-0.881754,-0.491273,-0.662091,-0.666947,-0.176394,-0.748307,0.041321,-0.971192,-1.098802,5.0
-1.14259,-0.881754,-1.015599,-1.345024,-1.444568,-0.984869,-0.674672,-1.638558,-0.708784,-1.5794,5.0
1.258626,1.044084,1.212789,0.703775,1.366829,-0.102897,0.135312,1.121243,0.918148,0.943738,1.0
0.341798,0.518855,0.994319,-0.241825,-0.188412,1.661048,1.092566,-0.198662,-0.183967,1.244111,4.0
0.8657,0.562624,0.688462,0.230975,0.828476,1.367057,1.534375,0.581282,-0.866229,1.123962,3.0
-1.273565,-1.275675,-0.928212,-1.607691,-1.923103,-0.396887,-1.042846,-1.938536,-1.705935,-1.699549,5.0
-2.27771,-0.837985,-2.282722,2.384841,0.94811,-1.646348,-0.674672,0.401295,1.652891,0.342991,2.0
1.040333,1.044084,0.819544,0.493642,0.828476,1.661048,1.387105,1.361226,0.498294,0.703439,3.0
-1.535516,-0.006373,-2.151641,1.334175,0.290124,-0.690878,0.061677,0.041321,1.285519,0.282916,2.0
0.341798,0.168703,0.338911,-0.609558,-0.367863,0.485085,0.650756,-0.198662,-0.656302,-0.197682,4.0
0.691066,1.131622,0.164136,0.230975,0.589209,-0.396887,-0.232863,0.821265,0.498294,0.042617,1.0
1.040333,0.912777,1.038013,0.020842,0.290124,1.367057,0.650756,0.581282,-0.079004,1.123962,4.0
-0.182104,-0.444064,-0.272803,-1.082358,-1.265117,0.117596,-0.085593,-1.278584,-1.128637,-1.218951,7.0
-0.182104,-0.093911,0.164136,-1.239957,-1.145483,-0.176394,0.135312,-0.91861,-0.971192,-1.098802,7.0
-0.00747,-0.006373,0.469993,-0.451958,-0.487496,1.073066,0.429852,0.041321,-0.813747,0.162766,7.0
1.040333,1.044084,1.212789,0.125908,0.529392,1.367057,1.092566,0.521286,-0.183967,0.703439,3.0
-2.146735,-2.282363,-2.151641,2.752574,1.54628,-1.866841,-1.926465,1.541213,2.020263,1.48441,2.0
-0.487713,-0.531602,-0.534967,-1.502624,-1.504385,-0.690878,-0.453767,-1.758549,-1.2336,-1.45925,7.0
0.210823,0.037396,0.164136,0.020842,0.110673,-0.470385,-0.159228,0.101317,-0.131486,0.042617,1.0
-0.269421,-0.181449,-0.185416,-0.977291,-1.025849,0.338089,0.650756,-0.798618,-0.708784,-0.678279,7.0
0.691066,0.693931,0.251523,-0.241825,0.290124,0.485085,0.429852,0.281304,0.025959,0.162766,3.0
0.516432,0.562624,0.164136,-0.189291,0.050856,0.779075,0.945296,0.041321,-0.236449,-0.197682,4.0
1.214967,1.262929,0.994319,0.808841,1.54628,0.044099,-0.085593,1.541213,1.075593,1.48441,1.0
0.516432,0.343779,0.251523,0.283508,0.529392,0.485085,0.429852,0.041321,0.235886,-0.077532,4.0
0.603749,1.21916,0.033054,-0.136758,0.110673,-0.470385,-0.085593,-0.618631,1.023111,-0.798429,1.0
0.079847,0.343779,0.382605,0.230975,0.708842,-0.470385,-0.674672,0.701274,0.498294,0.643364,5.0
1.258626,1.394236,1.300177,0.598708,1.187378,1.881541,2.049819,1.181239,0.603258,1.063887,3.0
0.8657,0.562624,1.038013,0.020842,0.290124,1.367057,0.945296,0.281304,-0.079004,0.823588,4.0
-0.531371,-0.575371,-0.491273,-0.872224,-1.145483,-0.176394,-0.453767,-0.91861,-0.761265,-1.098802,5.0
1.040333,1.21916,0.819544,0.703775,1.127561,-0.396887,-0.159228,1.361226,0.708221,1.544484,1.0
0.079847,-0.006373,0.033054,-0.189291,0.17049,-1.205362,-0.969212,-0.07867,-0.079004,0.342991,1.0
-0.356737,-0.181449,-0.272803,-1.029824,-1.2053,-0.102897,0.135312,-0.978606,-1.076155,-1.519325,7.0
-0.182104,-0.093911,0.207829,-0.504491,-0.60713,0.705578,-0.085593,-0.378649,-0.761265,0.102692,7.0
0.516432,0.912777,0.513687,-0.189291,0.050856,0.779075,1.239836,0.281304,-0.079004,-0.197682,3.0
1.214967,1.262929,0.994319,0.598708,0.94811,0.044099,0.503487,0.941256,0.708221,0.883663,1.0
1.12765,0.869008,1.038013,0.493642,1.366829,1.073066,-0.453767,1.061248,0.813184,1.123962,1.0
1.302284,1.087853,0.688462,0.703775,1.366829,0.117596,-0.159228,1.661204,0.393331,1.123962,1.0
1.214967,1.306698,1.256483,0.493642,1.127561,1.661048,1.534375,1.121243,0.708221,1.123962,3.0
-0.182104,-0.181449,-0.360191,-1.292491,-1.324934,-0.102897,0.650756,-1.098597,-1.023674,-0.978653,7.0
0.036189,0.037396,-0.01064,-0.399425,-0.367863,0.63208,0.356217,-0.138666,-0.708784,-0.678279,7.0
1.040333,1.306698,0.688462,0.703775,1.426646,0.117596,0.356217,1.7212,0.918148,0.823588,1.0
0.472773,0.693931,0.819544,-0.189291,0.17049,1.146564,1.092566,0.401295,-0.079004,0.342991,3.0
-0.356737,-0.444064,-0.491273,-1.239957,-1.384751,-0.176394,-0.159228,-1.398575,-1.181119,-1.339101,7.0
1.214967,1.044084,0.994319,0.230975,0.94811,1.146564,1.387105,0.941256,0.130923,0.643364,3.0
1.389601,1.438005,1.387565,0.808841,1.247195,0.044099,-0.085593,0.941256,0.865666,0.883663,1.0
-0.531371,-0.444064,-0.753436,-0.504491,-0.846398,-1.499353,-1.190116,-0.618631,-0.183967,-0.798429,1.0
-0.00747,0.518855,-1.408844,-0.451958,-0.188412,0.117596,0.724391,-0.438644,-0.183967,-0.377906,2.0
0.691066,0.212472,0.338911,0.178442,0.649025,0.044099,0.061677,1.181239,-0.131486,0.763513,5.0
-0.182104,-0.356526,-0.534967,-0.609558,-0.367863,0.117596,-0.232863,-0.618631,-0.446376,-0.738354,7.0
-0.531371,-0.61914,-0.578661,-0.504491,-0.846398,-1.27886,-1.411021,-1.038601,-0.341412,-1.038727,1.0
0.909358,1.087853,1.038013,0.336042,0.768659,1.734545,1.681645,0.761269,0.183404,0.583289,3.0
0.254481,0.168703,0.207829,-0.346891,-0.308046,-0.176394,0.135312,-0.558636,-0.446376,-0.618205,7.0
-0.182104,-0.444064,0.338911,-0.714624,-0.60713,0.411587,-0.085593,-0.858614,-0.761265,-0.798429,7.0
0.472773,1.044084,-0.185416,0.020842,0.17049,0.338089,1.387105,0.701274,0.288368,-0.137607,3.0
-0.356737,-0.093911,-0.447579,-0.504491,-1.025849,-0.984869,-0.674672,-0.378649,-0.341412,-0.137607,1.0
-0.880639,-2.151056,-0.098028,0.388575,-0.128595,0.411587,-1.411021,-0.378649,2.755006,-0.377906,2.0
1.43326,1.438005,1.212789,0.703775,1.366829,2.028536,1.75528,1.361226,0.498294,0.943738,3.0
-0.444054,-1.013061,-0.185416,-0.977291,-1.2053,-0.249892,-0.453767,-1.458571,-0.91871,-1.158877,7.0
0.167164,0.037396,0.338911,0.125908,0.050856,-1.058367,-0.969212,0.521286,0.183404,0.282916,1.0
-0.269421,-0.356526,0.033054,-0.557024,-0.547313,0.338089,0.135312,-1.038601,-0.446376,-0.858503,7.0
-0.706005,-0.750447,-0.447579,-0.714624,-0.846398,-1.27886,-1.190116,-0.858614,-0.341412,-0.377906,1.0
0.341798,0.562624,0.513687,-0.399425,0.290124,0.779075,0.650756,0.581282,-0.236449,0.282916,7.0
0.909358,1.087853,1.212789,0.125908,0.529392,2.028536,1.681645,0.761269,0.393331,1.123962,3.0
0.8657,0.737701,0.688462,0.703775,0.828476,-0.690878,-0.232863,0.821265,0.708221,0.523215,1.0
-0.356737,-0.181449,-0.272803,-1.029824,-1.2053,-0.102897,0.135312,-0.978606,-1.286082,-1.038727,7.0
1.258626,1.21916,1.300177,0.598708,0.888293,1.881541,1.75528,0.641278,0.235886,0.763513,3.0
-1.011614,-1.144368,-0.491273,0.125908,-0.666947,-0.176394,-0.748307,-0.678627,0.183404,-1.339101,5.0
-0.00747,-0.356526,0.076748,-0.819691,-0.726764,0.191094,0.135312,-0.738623,-1.076155,-0.55813,4.0
1.214967,0.825239,1.081707,0.230975,0.649025,1.661048,1.387105,0.881261,0.445813,0.883663,3.0
0.996675,1.21916,0.688462,0.230975,0.888293,1.293559,1.387105,0.881261,0.445813,-0.137607,3.0
-0.444054,-0.356526,-0.360191,-1.187424,-1.444568,-0.249892,0.061677,-1.038601,-1.443527,-1.158877,7.0
-0.706005,-0.750447,-0.447579,-0.924758,-1.265117,-0.984869,-0.895577,-1.278584,-0.761265,-1.45925,7.0
0.341798,0.168703,0.338911,-0.399425,-0.188412,0.779075,0.356217,-0.198662,-0.656302,-0.197682,4.0
-1.273565,-1.319444,-1.496232,-0.557024,-0.547313,-0.984869,-1.411021,-1.038601,-0.708784,-0.918578,5.0
-0.182104,-0.356526,0.469993,-0.662091,-0.726764,0.779075,0.429852,-0.49864,-0.813747,0.162766,7.0
-1.753808,-0.575371,-2.37011,2.069641,0.768659,-1.352357,-0.159228,1.061248,1.180556,0.823588,2.0
1.214967,1.438005,1.387565,0.598708,0.94811,2.028536,2.049819,1.241235,0.708221,1.184036,3.0
0.603749,0.650162,0.688462,0.388575,0.888293,-0.470385,-0.674672,0.341299,0.813184,0.342991,1.0
0.516432,0.562624,0.688462,-0.399425,-0.188412,1.367057,1.534375,0.281304,-0.236449,0.523215,4.0
-0.356737,-0.356526,-0.185416,-0.189291,-0.188412,-1.205362,-0.969212,-0.378649,-0.446376,-1.218951,1.0
0.56009,0.212472,0.338911,0.493642,0.529392,-0.176394,-0.748307,0.521286,0.183404,0.583289,1.0
0.079847,0.343779,0.207829,-0.557024,-0.547313,0.926071,0.798026,-0.07867,-0.446376,-0.137607,4.0
0.036189,0.212472,0.164136,-0.767158,-0.547313,0.338089,0.945296,-0.378649,-0.708784,-0.43798,4.0
0.691066,0.912777,0.688462,0.493642,0.589209,1.073066,1.534375,0.581282,0.340849,0.823588,3.0
0.341798,0.387548,-0.01064,0.598708,0.649025,0.044099,0.356217,1.181239,0.760703,0.763513,5.0
-1.229907,-0.837985,-0.884518,0.441108,-0.068778,-1.646348,-0.969212,-0.07867,-0.079004,0.883663,2.0
0.996675,1.044084,0.994319,0.598708,1.247195,-0.470385,-0.380132,0.941256,0.708221,0.883663,1.0
0.472773,0.693931,0.382605,0.230975,0.409758,1.146564,0.503487,0.161312,0.288368,0.883663,3.0
1.214967,1.044084,1.212789,0.441108,0.94811,1.734545,1.387105,0.941256,0.288368,1.184036,3.0
-0.487713,-0.356526,-0.360191,-1.292491,-1.504385,-0.396887,-0.453767,-1.518567,-1.2336,-1.45925,7.0
0.647407,-0.006373,0.819544,0.230975,0.708842,0.044099,-0.674672,0.701274,-0.079004,0.883663,1.0
-1.404541,-1.494521,-1.539926,-1.502624,-1.743652,-0.984869,-0.969212,-1.938536,-1.600972,-1.939848,5.0
0.691066,1.131622,0.338911,0.020842,0.589209,-0.102897,0.356217,1.121243,0.130923,0.823588,1.0
0.909358,1.087853,0.863238,0.703775,0.768659,0.117596,0.429852,0.761269,0.813184,0.823588,1.0
-1.317224,-1.406983,-1.277763,-0.241825,-0.906215,-1.058367,-1.263751,-0.91861,-0.551339,-1.098802,5.0
-0.00747,-0.268987,-0.360191,-1.029824,-1.145483,-0.176394,-0.159228,-0.91861,-0.971192,-1.098802,7.0
0.341798,0.343779,-0.360191,-0.399425,-0.188412,0.485085,0.356217,-0.198662,-0.236449,-0.197682,4.0
-0.182104,-0.268987,-1.277763,-0.662091,-0.42768,0.117596,0.135312,-1.158593,-0.551339,-0.858503,4.0
-0.356737,-0.444064,-0.360191,-0.241825,-0.666947,-1.352357,-0.969212,-0.438644,-0.551339,-0.377906,1.0
0.341798,-0.181449,0.513687,-0.399425,-0.367863,0.779075,-0.232863,-0.618631,-0.236449,-0.498055,4.0
-0.269421,-0.181449,-0.185416,-0.767158,-1.025849,0.044099,0.356217,-1.458571,-0.91871,-1.399176,7.0
0.909358,0.869008,1.038013,0.336042,0.768659,1.367057,1.31347,1.061248,0.603258,0.823588,3.0
0.079847,-0.006373,0.033054,-0.767158,-0.786581,0.044099,0.135312,-0.798618,-0.656302,-0.618205,7.0
0.996675,1.044084,1.212789,0.230975,0.708842,1.440554,1.681645,0.941256,0.288368,0.342991,3.0
1.214967,1.21916,1.256483,0.598708,1.486463,-0.176394,0.208947,1.181239,0.603258,1.184036,1.0
-0.00747,0.168703,-0.534967,0.020842,0.050856,-1.425855,-1.263751,0.281304,0.130923,-0.197682,1.0
-0.00747,-0.093911,-0.185416,0.125908,-0.188412,-1.352357,-1.484656,0.041321,0.025959,-0.197682,1.0
0.691066,1.525543,-0.360191,-0.189291,0.290124,1.073066,1.239836,1.421222,0.498294,0.523215,3.0
-0.531371,-0.268987,-0.753436,-1.082358,-1.504385,-0.470385,-0.085593,-1.518567,-0.91871,-1.879773,7.0
1.389601,1.831927,0.863238,0.966441,1.486463,1.293559,1.387105,1.481217,1.390483,0.883663,3.0
0.8657,1.000315,0.906932,0.178442,0.649025,1.220062,1.166201,0.641278,0.393331,0.282916,3.0
0.691066,0.606393,0.906932,0.020842,0.649025,1.220062,1.166201,0.341299,0.025959,0.523215,3.0
-0.182104,-0.531602,0.513687,-0.189291,-0.60713,-0.396887,-1.263751,-0.858614,-0.446376,0.042617,1.0
-0.356737,-0.61914,-0.272803,-0.714624,-1.025849,0.117596,-0.085593,-0.858614,-0.551339,-1.038727,7.0
0.691066,0.869008,0.819544,-0.241825,0.290124,1.073066,1.092566,0.821265,-0.183967,0.703439,3.0
0.167164,0.212472,-0.185416,-0.241825,-0.42768,0.411587,-0.159228,0.281304,-0.551339,-0.377906,4.0
-0.00747,0.037396,-0.01064,-0.662091,-0.666947,0.411587,0.429852,-0.678627,-0.551339,-0.858503,7.0
0.036189,0.037396,-0.360191,0.020842,-0.367863,-0.984869,-0.895577,-0.138666,-0.131486,-0.678279,1.0
1.214967,1.044084,1.212789,0.598708,1.247195,-0.470385,-0.380132,1.241235,0.708221,1.184036,1.0
-2.146735,-1.800904,-2.282722,2.752574,1.366829,-1.646348,-1.558291,0.821265,1.757854,0.943738,2.0
-0.182104,0.037396,-0.666048,-0.241825,-0.188412,-0.176394,1.018931,-0.678627,-0.183967,-0.377906,7.0
-1.186248,-0.881754,-1.277763,-1.450091,-1.384751,-0.470385,0.429852,-0.91861,-0.551339,-1.519325,5.0
0.909358,0.343779,0.863238,0.703775,0.529392,-0.470385,-0.159228,0.761269,0.025959,1.123962,1.0
1.302284,1.262929,1.212789,0.703775,1.067744,0.705578,0.429852,0.521286,0.813184,1.424335,1.0
-0.356737,-0.356526,-0.098028,-0.451958,-0.726764,0.485085,0.724391,0.041321,-0.183967,-0.798429,5.0
-0.531371,-0.969292,0.644768,-1.239957,-1.444568,1.661048,0.429852,-0.49864,-2.80805,0.703439,5.0
-1.884784,-2.238594,-1.671008,0.336042,-0.188412,-1.352357,-2.0001,1.061248,-0.551339,-0.858503,2.0
0.516432,0.518855,0.251523,-0.451958,0.050856,0.779075,1.092566,0.041321,-0.393894,-0.317831,4.0
-0.444054,-0.006373,-0.360191,-0.924758,-1.504385,-0.176394,-0.085593,-1.278584,-0.813747,-1.038727,4.0
0.167164,0.168703,0.164136,-0.819691,-0.60713,0.485085,0.356217,-0.378649,-0.866229,-0.498055,4.0
-1.404541,-1.494521,-1.277763,-0.819691,-1.324934,-0.984869,-0.969212,-1.758549,-1.023674,-1.218951,5.0
-0.356737,-0.268987,0.164136,-1.029824,-1.384751,0.117596,-0.159228,-1.398575,-0.761265,-0.858503,7.0
-1.186248,-1.406983,-1.277763,-1.450091,-1.384751,-1.058367,-0.969212,-1.578562,-1.181119,-1.939848,5.0
-0.269421,-0.531602,-0.185416,-0.977291,-1.025849,-0.249892,-0.159228,-1.038601,-0.341412,-0.918578,7.0
-0.356737,-0.706678,-0.534967,-0.819691,-1.324934,-0.396887,-0.232863,-1.518567,-1.023674,-1.218951,7.0
-0.356737,-0.181449,-0.185416,-1.082358,-0.846398,-0.102897,0.061677,-0.858614,-0.866229,-0.738354,4.0
-0.356737,-0.356526,-0.447579,-1.239957,-0.966032,-0.102897,0.135312,-0.978606,-1.496009,-1.038727,7.0
-0.356737,-0.268987,-0.578661,0.020842,0.110673,-0.470385,-0.380132,0.101317,-0.341412,-0.137607,5.0
-0.356737,-0.093911,-0.491273,-0.872224,-1.384751,0.117596,0.135312,-0.678627,-0.761265,-1.098802,7.0
1.476918,1.21916,1.125401,0.598708,1.187378,1.514052,1.46074,1.481217,-0.131486,1.063887,3.0
0.036189,0.212472,-0.01064,-0.557024,-0.786581,0.044099,0.061677,-0.558636,-0.498857,-1.158877,4.0
-1.491858,-0.750447,-2.020559,0.913908,0.529392,-1.352357,-0.748307,1.361226,-1.338564,0.583289,2.0
1.476918,1.613081,1.518646,0.598708,1.187378,1.514052,2.049819,1.841192,0.603258,1.664634,3.0
-0.487713,-0.531602,-0.534967,-0.819691,-1.324934,-0.102897,-0.232863,-1.098597,-0.866229,-0.978653,5.0
-0.269421,0.037396,-0.01064,-1.187424,-0.786581,0.338089,-0.159228,-1.218588,-0.498857,-0.678279,7.0
-0.269421,-0.356526,-0.360191,-0.924758,-1.504385,-0.470385,0.135312,-1.518567,-1.2336,-1.759624,7.0
-0.924298,-0.531602,-1.015599,0.020842,-0.786581,-0.911371,-0.380132,-0.558636,-0.079004,-0.377906,5.0
0.167164,0.737701,-0.840824,0.020842,0.050856,-0.690878,-0.453767,0.581282,0.340849,0.523215,1.0
0.647407,0.869008,0.382605,0.020842,0.409758,0.044099,0.503487,-0.07867,0.288368,-0.618205,3.0
-1.098931,-1.013061,-0.971906,0.230975,-0.188412,-1.425855,-0.748307,0.041321,-0.079004,-0.197682,5.0
0.472773,0.518855,0.382605,-0.346891,-0.308046,0.63208,0.798026,-0.318653,-0.656302,-0.137607,4.0
0.909358,1.262929,0.863238,0.125908,0.529392,1.073066,1.31347,0.521286,0.025959,0.282916,3.0
-0.00747,-0.444064,-0.01064,-0.084225,0.050856,-0.764376,-1.484656,0.281304,-0.393894,0.282916,1.0
0.341798,0.343779,0.469993,-0.451958,0.290124,0.485085,0.429852,0.281304,-0.603821,-0.077532,4.0
-0.618688,-0.356526,-0.709742,-1.345024,-1.683835,0.044099,0.135312,-0.318653,-1.391045,-1.519325,5.0
-2.146735,-2.019749,-2.239028,2.332307,1.187378,-1.499353,-1.85283,1.181239,2.440116,1.664634,2.0
-0.749664,-0.706678,-1.496232,-0.977291,-1.2053,-1.499353,-0.159228,-0.138666,-1.653454,1.36426,7.0
-0.662347,-0.837985,-2.020559,-0.241825,-0.487496,-1.425855,-1.558291,0.041321,-0.813747,0.403065,2.0
1.214967,1.21916,1.256483,0.598708,1.187378,-0.176394,-0.085593,1.181239,0.813184,1.48441,1.0
1.258626,1.21916,1.212789,0.861375,1.366829,-0.102897,0.135312,1.361226,0.918148,0.943738,1.0
-0.444054,-0.356526,-0.534967,0.178442,-0.128595,-0.249892,0.061677,0.341299,0.025959,-0.197682,5.0
-2.452344,-2.369901,-2.37011,3.33044,2.084632,-1.940339,-1.263751,1.7212,3.594712,1.36426,2.0
0.734724,0.518855,1.038013,-0.084225,0.290124,1.367057,1.018931,0.521286,0.183404,0.583289,3.0
1.258626,0.869008,0.994319,0.125908,0.828476,1.367057,1.387105,1.361226,0.025959,0.703439,3.0
-2.146735,-2.063518,-2.151641,2.174707,0.94811,-1.866841,-1.705561,1.241235,2.230189,0.883663,2.0
0.516432,0.387548,0.338911,-0.189291,0.349941,0.63208,0.650756,-0.138666,-0.341412,-0.43798,7.0
-0.967956,-1.013061,-1.146681,0.230975,0.050856,-1.425855,-0.748307,0.041321,0.340849,0.282916,5.0
-2.365027,-2.238594,-2.239028,2.069641,0.768659,-1.866841,-1.705561,0.281304,2.335153,0.282916,2.0
1.214967,1.525543,1.256483,0.493642,0.828476,1.367057,1.90255,0.821265,0.708221,0.823588,3.0
0.210823,0.256241,-0.578661,0.756308,0.649025,-0.176394,-0.085593,0.881261,1.600409,0.883663,1.0
1.43326,1.21916,1.387565,0.861375,1.725731,0.191094,0.135312,1.361226,0.708221,1.244111,1.0
1.43326,1.438005,1.212789,0.703775,1.366829,2.028536,2.049819,1.121243,0.708221,1.244111,3.0
0.822041,0.693931,0.994319,0.230975,0.17049,1.146564,0.135312,0.161312,0.288368,0.342991,3.0
1.214967,1.306698,1.431258,0.703775,1.426646,-0.396887,-0.232863,1.7212,0.918148,1.36426,1.0
-0.182104,-0.181449,-0.272803,-0.662091,-0.726764,-0.102897,0.429852,-0.738623,-0.813747,-1.038727,7.0
1.12765,1.087853,1.038013,0.913908,1.366829,-0.470385,-0.159228,1.061248,0.603258,1.424335,1.0
1.302284,1.262929,1.212789,0.703775,1.366829,0.117596,-0.159228,0.521286,0.813184,0.823588,1.0
1.040333,-0.181449,1.431258,0.493642,0.828476,1.661048,-0.453767,0.581282,0.130923,1.36426,4.0
-1.535516,-1.406983,-1.234069,-1.397557,-1.923103,-1.205362,-1.042846,-1.938536,-1.496009,-1.699549,5.0
-0.618688,-0.531602,-0.709742,-1.502624,-1.265117,-0.470385,-0.380132,-1.698554,-1.391045,-1.759624,7.0
0.603749,0.475086,0.207829,0.020842,0.349941,0.117596,0.503487,-0.138666,-0.761265,-0.55813,7.0
1.43326,1.306698,1.256483,0.913908,1.426646,0.485085,0.650756,1.421222,0.708221,1.36426,1.0
-0.531371,-0.487833,-0.622354,-1.239957,-1.683835,-0.396887,-0.159228,-1.938536,-1.496009,-1.519325,7.0
0.516432,0.518855,0.251523,0.703775,1.127561,0.485085,0.429852,1.361226,0.708221,0.943738,5.0
-0.00747,-0.006373,0.513687,-0.819691,-0.846398,1.073066,0.650756,-0.198662,-0.866229,0.282916,7.0
-0.444054,-0.356526,-0.185416,-1.345024,-1.265117,-0.176394,0.135312,-1.518567,-1.2336,-1.279026,7.0
1.258626,1.394236,0.906932,0.598708,1.187378,1.220062,1.46074,0.881261,0.760703,0.523215,3.0
1.083992,1.000315,0.732156,0.808841,1.486463,-0.249892,0.061677,0.881261,0.393331,1.36426,1.0
-2.146735,-2.019749,-2.239028,1.281641,0.290124,-2.087334,-1.705561,0.041321,0.970629,0.282916,2.0
0.8657,0.869008,0.994319,0.125908,0.529392,1.661048,1.387105,1.121243,0.235886,0.403065,3.0
-0.00747,-0.006373,-0.185416,-0.819691,-0.846398,0.117596,0.356217,-1.098597,-0.866229,-1.45925,7.0
-0.356737,-0.487833,-1.234069,-1.029824,-0.966032,-0.911371,-0.159228,-0.978606,-1.496009,-0.077532,7.0
-1.884784,-1.05683,-1.277763,2.069641,0.349941,-0.984869,-0.674672,0.641278,2.387634,0.643364,2.0
1.12765,1.087853,1.212789,0.913908,1.366829,0.117596,-0.453767,1.061248,0.813184,1.123962,1.0
1.520577,1.262929,1.431258,0.913908,1.665914,2.028536,1.976185,1.361226,0.183404,1.424335,3.0
-1.666492,-0.181449,-1.539926,2.227241,0.828476,-0.984869,-0.232863,0.581282,2.072744,0.042617,2.0
-0.269421,-0.181449,-0.360191,-1.134891,-1.265117,-0.176394,-0.085593,-1.518567,-1.2336,-1.279026,7.0
-1.884784,-2.019749,-1.802089,-0.136758,-1.025849,-1.499353,-1.631926,-0.378649,0.235886,-1.038727,2.0
0.516432,0.869008,-0.753436,0.125908,0.050856,-0.396887,1.092566,0.041321,0.498294,-1.279026,7.0
-0.487713,-0.881754,-0.185416,-1.292491,-1.504385,0.485085,-0.748307,-1.518567,-1.443527,-0.738354,7.0
-2.015759,-2.238594,-2.282722,2.227241,1.426646,-1.940339,-1.705561,1.7212,2.230189,1.724709,2.0
-0.00747,-0.356526,0.688462,0.020842,-0.188412,-0.396887,-0.969212,-0.198662,-0.079004,0.823588,1.0
0.996675,0.825239,0.863238,0.598708,0.888293,1.955038,1.681645,1.481217,0.025959,1.184036,3.0
0.996675,0.869008,1.212789,0.808841,0.94811,-0.690878,-0.969212,0.401295,0.708221,1.184036,1.0
0.909358,1.087853,1.212789,0.493642,1.067744,1.734545,1.31347,0.761269,0.393331,1.123962,3.0
0.079847,-0.006373,0.207829,0.020842,-0.068778,-1.205362,-0.674672,-0.558636,0.130923,-0.137607,1.0
-2.452344,-2.326133,-2.239028,2.437374,1.067744,-2.087334,-2.0001,1.361226,2.335153,1.424335,2.0
-1.666492,-1.625828,-1.277763,-1.502624,-1.743652,-1.205362,-0.969212,-1.758549,-1.443527,-1.939848,5.0
0.996675,1.044084,0.601074,0.230975,0.409758,1.146564,1.387105,0.401295,0.288368,0.102692,3.0
0.341798,0.343779,0.513687,0.020842,0.050856,0.117596,0.061677,0.041321,-0.079004,0.042617,4.0
1.214967,1.044084,0.994319,1.018975,1.905181,-0.176394,-0.085593,1.241235,0.865666,1.48441,1.0
-0.662347,-0.181449,-0.666048,-0.189291,-0.846398,-0.396887,0.061677,-0.618631,-0.236449,-0.738354,5.0
1.302284,1.262929,1.212789,0.703775,1.665914,-0.176394,-0.159228,1.361226,0.813184,1.123962,1.0
-1.14259,-0.837985,-1.234069,-0.819691,-1.444568,-0.911371,-0.748307,-1.458571,-0.813747,-1.279026,5.0
-0.487713,-0.706678,-0.185416,-0.399425,-0.846398,-0.984869,-1.263751,-0.378649,-0.446376,-0.498055,1.0
0.691066,1.21916,0.906932,0.178442,0.649025,0.926071,0.945296,0.641278,0.603258,0.763513,3.0
-0.00747,-0.181449,-0.098028,-0.084225,0.050856,-1.205362,-1.337386,0.521286,-0.393894,0.403065,1.0
0.734724,0.693931,0.688462,-0.084225,0.290124,1.073066,1.018931,0.281304,0.025959,0.282916,3.0
0.472773,0.168703,0.382605,-0.189291,0.17049,0.926071,1.092566,0.161312,-0.656302,-0.377906,7.0
-0.182104,-0.881754,0.338911,-0.819691,-0.846398,0.485085,-0.232863,-0.378649,-1.600972,-0.498055,7.0
-0.269421,-0.662909,0.033054,-0.189291,-0.068778,0.338089,-0.380132,0.701274,-0.079004,0.643364,7.0
1.083992,1.21916,1.125401,0.808841,1.486463,-0.249892,-0.159228,0.881261,0.760703,0.763513,1.0
