x1,x2,x3,x4,y
cat_1_2,cat_2_3,cat_3_3,cat_4_4,1
cat_1_1,cat_2_4,cat_3_1,cat_4_5,0
cat_1_3,cat_2_1,cat_3_1,cat_4_2,0
cat_1_2,cat_2_2,cat_3_1,cat_4_3,1
cat_1_3,cat_2_2,cat_3_2,cat_4_6,0
cat_1_3,cat_2_1,cat_3_2,cat_4_6,0
cat_1_2,cat_2_2,cat_3_2,cat_4_5,1
cat_1_3,cat_2_4,cat_3_1,cat_4_6,0
cat_1_2,cat_2_3,cat_3_1,cat_4_5,1
cat_1_1,cat_2_1,cat_3_1,cat_4_1,0
cat_1_3,cat_2_4,cat_3_4,cat_4_1,0
cat_1_3,cat_2_1,cat_3_5,cat_4_4,0
cat_1_1,cat_2_2,cat_3_1,cat_4_6,0
cat_1_1,cat_2_1,cat_3_1,cat_4_1,0
cat_1_2,cat_2_4,cat_3_5,cat_4_2,0
cat_1_1,cat_2_2,cat_3_1,cat_4_6,0
cat_1_2,cat_2_3,cat_3_3,cat_4_4,1
cat_1_3,cat_2_4,cat_3_2,cat_4_1,0
cat_1_2,cat_2_3,cat_3_3,cat_4_5,1
cat_1_1,cat_2_4,cat_3_5,cat_4_4,0
cat_1_1,cat_2_3,cat_3_1,cat_4_4,1
cat_1_1,cat_2_4,cat_3_2,cat_4_2,0
cat_1_1,cat_2_2,cat_3_5,cat_4_1,0
cat_1_3,cat_2_2,cat_3_1,cat_4_3,0
cat_1_3,cat_2_3,cat_3_3,cat_4_3,0
cat_1_3,cat_2_4,cat_3_2,cat_4_4,0
cat_1_1,cat_2_4,cat_3_5,cat_4_2,0
cat_1_2,cat_2_2,cat_3_3,cat_4_5,1
cat_1_1,cat_2_3,cat_3_1,cat_4_1,0
cat_1_1,cat_2_1,cat_3_1,cat_4_3,0
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_3,cat_2_2,cat_3_1,cat_4_2,0
cat_1_1,cat_2_1,cat_3_2,cat_4_5,1
cat_1_2,cat_2_3,cat_3_4,cat_4_4,1
cat_1_1,cat_2_3,cat_3_4,cat_4_1,1
cat_1_3,cat_2_3,cat_3_3,cat_4_5,1
cat_1_3,cat_2_3,cat_3_1,cat_4_5,1
cat_1_3,cat_2_1,cat_3_5,cat_4_3,0
cat_1_3,cat_2_4,cat_3_4,cat_4_2,0
cat_1_1,cat_2_2,cat_3_1,cat_4_6,0
cat_1_1,cat_2_2,cat_3_3,cat_4_2,1
cat_1_1,cat_2_1,cat_3_3,cat_4_3,0
cat_1_3,cat_2_3,cat_3_5,cat_4_3,0
cat_1_2,cat_2_3,cat_3_4,cat_4_3,1
cat_1_2,cat_2_1,cat_3_3,cat_4_3,1
cat_1_1,cat_2_4,cat_3_3,cat_4_2,0
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_3,cat_2_4,cat_3_1,cat_4_1,0
cat_1_1,cat_2_3,cat_3_4,cat_4_1,1
cat_1_2,cat_2_2,cat_3_3,cat_4_2,1
cat_1_1,cat_2_1,cat_3_1,cat_4_4,1
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_2,cat_2_3,cat_3_3,cat_4_5,1
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_3,cat_2_2,cat_3_2,cat_4_1,0
cat_1_3,cat_2_1,cat_3_5,cat_4_6,0
cat_1_3,cat_2_4,cat_3_5,cat_4_2,0
cat_1_2,cat_2_2,cat_3_4,cat_4_5,1
cat_1_1,cat_2_2,cat_3_3,cat_4_2,0
cat_1_2,cat_2_1,cat_3_3,cat_4_1,1
cat_1_1,cat_2_4,cat_3_2,cat_4_6,0
cat_1_1,cat_2_2,cat_3_3,cat_4_3,1
cat_1_1,cat_2_2,cat_3_2,cat_4_3,1
cat_1_1,cat_2_1,cat_3_5,cat_4_1,0
cat_1_2,cat_2_2,cat_3_1,cat_4_3,1
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_2,cat_2_1,cat_3_3,cat_4_3,1
cat_1_2,cat_2_3,cat_3_3,cat_4_1,1
cat_1_2,cat_2_2,cat_3_3,cat_4_4,1
cat_1_1,cat_2_3,cat_3_4,cat_4_5,1
cat_1_3,cat_2_4,cat_3_3,cat_4_6,0
cat_1_1,cat_2_2,cat_3_1,cat_4_4,1
cat_1_2,cat_2_1,cat_3_2,cat_4_2,1
cat_1_3,cat_2_1,cat_3_5,cat_4_1,0
cat_1_2,cat_2_2,cat_3_3,cat_4_3,1
cat_1_2,cat_2_4,cat_3_1,cat_4_3,0
cat_1_2,cat_2_1,cat_3_4,cat_4_5,1
cat_1_2,cat_2_2,cat_3_1,cat_4_4,1
cat_1_3,cat_2_1,cat_3_3,cat_4_3,0
cat_1_3,cat_2_3,cat_3_2,cat_4_6,0
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_2,cat_2_4,cat_3_3,cat_4_3,1
cat_1_1,cat_2_2,cat_3_4,cat_4_2,1
cat_1_1,cat_2_2,cat_3_3,cat_4_5,1
cat_1_1,cat_2_1,cat_3_1,cat_4_1,0
cat_1_3,cat_2_1,cat_3_5,cat_4_4,0
cat_1_1,cat_2_2,cat_3_3,cat_4_4,1
cat_1_1,cat_2_4,cat_3_5,cat_4_6,0
cat_1_3,cat_2_1,cat_3_5,cat_4_5,0
cat_1_3,cat_2_2,cat_3_1,cat_4_3,0
cat_1_2,cat_2_3,cat_3_3,cat_4_4,1
cat_1_3,cat_2_3,cat_3_2,cat_4_6,0
cat_1_2,cat_2_4,cat_3_2,cat_4_4,1
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_1,cat_2_1,cat_3_4,cat_4_2,1
cat_1_3,cat_2_1,cat_3_2,cat_4_4,0
cat_1_2,cat_2_1,cat_3_3,cat_4_3,1
cat_1_2,cat_2_1,cat_3_2,cat_4_5,1
cat_1_3,cat_2_1,cat_3_5,cat_4_5,1
cat_1_2,cat_2_2,cat_3_5,cat_4_3,0
cat_1_3,cat_2_3,cat_3_3,cat_4_6,0
cat_1_3,cat_2_3,cat_3_2,cat_4_1,1
cat_1_2,cat_2_3,cat_3_4,cat_4_3,1
cat_1_2,cat_2_3,cat_3_4,cat_4_4,1
cat_1_1,cat_2_2,cat_3_2,cat_4_4,1
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_3,cat_2_2,cat_3_3,cat_4_2,0
cat_1_3,cat_2_1,cat_3_5,cat_4_3,0
cat_1_3,cat_2_3,cat_3_2,cat_4_2,0
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_3,cat_2_4,cat_3_1,cat_4_6,0
cat_1_2,cat_2_3,cat_3_4,cat_4_4,1
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_1,cat_2_3,cat_3_2,cat_4_6,0
cat_1_1,cat_2_3,cat_3_4,cat_4_1,1
cat_1_3,cat_2_1,cat_3_1,cat_4_1,0
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_2,cat_2_3,cat_3_4,cat_4_3,1
cat_1_3,cat_2_4,cat_3_3,cat_4_6,0
cat_1_2,cat_2_1,cat_3_4,cat_4_1,1
cat_1_3,cat_2_1,cat_3_5,cat_4_6,0
cat_1_2,cat_2_3,cat_3_4,cat_4_2,1
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_1,cat_2_2,cat_3_1,cat_4_1,0
cat_1_2,cat_2_1,cat_3_5,cat_4_1,0
cat_1_3,cat_2_4,cat_3_5,cat_4_3,0
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_1,cat_2_2,cat_3_5,cat_4_5,1
cat_1_1,cat_2_1,cat_3_2,cat_4_6,0
cat_1_2,cat_2_3,cat_3_4,cat_4_2,1
cat_1_2,cat_2_3,cat_3_3,cat_4_6,1
cat_1_1,cat_2_4,cat_3_5,cat_4_3,0
cat_1_2,cat_2_1,cat_3_4,cat_4_3,1
cat_1_2,cat_2_2,cat_3_2,cat_4_3,1
cat_1_2,cat_2_3,cat_3_2,cat_4_4,1
cat_1_2,cat_2_3,cat_3_4,cat_4_4,1
cat_1_3,cat_2_1,cat_3_5,cat_4_2,0
cat_1_3,cat_2_2,cat_3_2,cat_4_1,0
cat_1_3,cat_2_1,cat_3_5,cat_4_2,0
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_3,cat_2_1,cat_3_5,cat_4_4,0
cat_1_2,cat_2_2,cat_3_4,cat_4_5,1
cat_1_2,cat_2_1,cat_3_2,cat_4_3,1
cat_1_1,cat_2_2,cat_3_5,cat_4_6,0
cat_1_1,cat_2_1,cat_3_1,cat_4_4,0
cat_1_2,cat_2_4,cat_3_5,cat_4_1,0
cat_1_3,cat_2_2,cat_3_5,cat_4_3,0
cat_1_1,cat_2_4,cat_3_2,cat_4_1,0
cat_1_1,cat_2_4,cat_3_1,cat_4_1,0
cat_1_1,cat_2_3,cat_3_4,cat_4_2,1
cat_1_1,cat_2_2,cat_3_5,cat_4_4,1
cat_1_2,cat_2_3,cat_3_3,cat_4_1,1
cat_1_1,cat_2_1,cat_3_2,cat_4_6,0
cat_1_2,cat_2_1,cat_3_4,cat_4_2,1
cat_1_3,cat_2_4,cat_3_5,cat_4_2,0
cat_1_2,cat_2_3,cat_3_2,cat_4_5,1
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_2,cat_2_1,cat_3_1,cat_4_2,0
cat_1_1,cat_2_4,cat_3_2,cat_4_6,0
cat_1_3,cat_2_1,cat_3_1,cat_4_6,0
cat_1_2,cat_2_2,cat_3_3,cat_4_4,1
cat_1_2,cat_2_4,cat_3_4,cat_4_6,0
cat_1_1,cat_2_3,cat_3_4,cat_4_3,1
cat_1_1,cat_2_4,cat_3_5,cat_4_1,0
cat_1_3,cat_2_4,cat_3_2,cat_4_6,0
cat_1_1,cat_2_1,cat_3_1,cat_4_5,1
cat_1_3,cat_2_3,cat_3_2,cat_4_2,0
cat_1_2,cat_2_2,cat_3_3,cat_4_3,1
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_1,cat_2_4,cat_3_5,cat_4_3,0
cat_1_3,cat_2_2,cat_3_5,cat_4_6,0
cat_1_2,cat_2_1,cat_3_2,cat_4_5,1
cat_1_3,cat_2_2,cat_3_2,cat_4_5,1
cat_1_3,cat_2_3,cat_3_5,cat_4_3,0
cat_1_1,cat_2_3,cat_3_3,cat_4_5,1
cat_1_2,cat_2_3,cat_3_3,cat_4_2,1
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_2,cat_2_1,cat_3_3,cat_4_5,1
cat_1_2,cat_2_2,cat_3_2,cat_4_4,1
cat_1_1,cat_2_1,cat_3_4,cat_4_2,1
cat_1_2,cat_2_4,cat_3_2,cat_4_1,0
cat_1_2,cat_2_4,cat_3_5,cat_4_4,1
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_2,cat_2_2,cat_3_3,cat_4_4,1
cat_1_3,cat_2_1,cat_3_2,cat_4_2,0
cat_1_2,cat_2_1,cat_3_2,cat_4_1,1
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_3,cat_2_3,cat_3_4,cat_4_4,1
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_1,cat_2_3,cat_3_2,cat_4_2,1
cat_1_3,cat_2_4,cat_3_1,cat_4_6,0
cat_1_3,cat_2_4,cat_3_5,cat_4_2,0
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_2,cat_2_3,cat_3_1,cat_4_3,1
cat_1_3,cat_2_2,cat_3_4,cat_4_6,0
cat_1_1,cat_2_4,cat_3_1,cat_4_4,0
cat_1_1,cat_2_4,cat_3_2,cat_4_3,0
cat_1_3,cat_2_2,cat_3_4,cat_4_2,1
cat_1_3,cat_2_2,cat_3_3,cat_4_6,0
cat_1_2,cat_2_1,cat_3_3,cat_4_2,1
cat_1_3,cat_2_4,cat_3_1,cat_4_2,0
cat_1_2,cat_2_3,cat_3_4,cat_4_4,1
cat_1_2,cat_2_4,cat_3_3,cat_4_6,0
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_2,cat_2_3,cat_3_2,cat_4_3,1
cat_1_2,cat_2_3,cat_3_4,cat_4_3,1
cat_1_3,cat_2_3,cat_3_2,cat_4_3,0
cat_1_1,cat_2_1,cat_3_2,cat_4_4,1
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_3,cat_2_1,cat_3_5,cat_4_6,0
cat_1_1,cat_2_3,cat_3_3,cat_4_2,1
cat_1_2,cat_2_3,cat_3_2,cat_4_5,1
cat_1_1,cat_2_1,cat_3_1,cat_4_2,0
cat_1_1,cat_2_3,cat_3_3,cat_4_5,1
cat_1_2,cat_2_2,cat_3_3,cat_4_2,1
cat_1_1,cat_2_1,cat_3_2,cat_4_5,1
cat_1_2,cat_2_4,cat_3_4,cat_4_6,0
cat_1_2,cat_2_2,cat_3_4,cat_4_3,1
cat_1_2,cat_2_2,cat_3_3,cat_4_1,1
cat_1_2,cat_2_1,cat_3_2,cat_4_5,1
cat_1_2,cat_2_1,cat_3_2,cat_4_4,1
cat_1_1,cat_2_3,cat_3_4,cat_4_1,1
cat_1_3,cat_2_1,cat_3_5,cat_4_1,0
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_1,cat_2_1,cat_3_3,cat_4_1,0
cat_1_2,cat_2_3,cat_3_4,cat_4_3,1
cat_1_2,cat_2_2,cat_3_2,cat_4_5,1
cat_1_1,cat_2_2,cat_3_5,cat_4_3,0
cat_1_1,cat_2_2,cat_3_1,cat_4_2,0
cat_1_2,cat_2_1,cat_3_1,cat_4_5,1
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_3,cat_2_4,cat_3_1,cat_4_4,0
cat_1_1,cat_2_3,cat_3_4,cat_4_4,1
cat_1_1,cat_2_2,cat_3_1,cat_4_6,0
cat_1_3,cat_2_4,cat_3_1,cat_4_1,0
cat_1_3,cat_2_4,cat_3_5,cat_4_3,0
cat_1_1,cat_2_2,cat_3_3,cat_4_6,0
cat_1_2,cat_2_4,cat_3_4,cat_4_3,1
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_1,cat_2_2,cat_3_4,cat_4_6,0
cat_1_2,cat_2_2,cat_3_4,cat_4_2,1
cat_1_2,cat_2_4,cat_3_1,cat_4_2,0
cat_1_2,cat_2_1,cat_3_5,cat_4_5,1
cat_1_1,cat_2_2,cat_3_4,cat_4_3,1
cat_1_3,cat_2_3,cat_3_3,cat_4_6,0
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_3,cat_2_4,cat_3_3,cat_4_3,0
cat_1_2,cat_2_2,cat_3_3,cat_4_5,1
cat_1_3,cat_2_4,cat_3_3,cat_4_1,0
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_1,cat_2_3,cat_3_3,cat_4_5,1
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_2,cat_2_1,cat_3_4,cat_4_5,1
cat_1_2,cat_2_3,cat_3_4,cat_4_3,1
cat_1_1,cat_2_4,cat_3_4,cat_4_2,0
cat_1_2,cat_2_1,cat_3_2,cat_4_2,1
cat_1_2,cat_2_3,cat_3_1,cat_4_2,1
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_1,cat_2_1,cat_3_2,cat_4_6,0
cat_1_3,cat_2_4,cat_3_1,cat_4_6,0
cat_1_1,cat_2_2,cat_3_2,cat_4_5,1
cat_1_3,cat_2_2,cat_3_5,cat_4_6,0
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_1,cat_2_1,cat_3_3,cat_4_5,1
cat_1_1,cat_2_1,cat_3_2,cat_4_6,0
cat_1_3,cat_2_3,cat_3_3,cat_4_4,1
cat_1_2,cat_2_1,cat_3_3,cat_4_5,1
cat_1_2,cat_2_2,cat_3_3,cat_4_2,1
cat_1_2,cat_2_3,cat_3_1,cat_4_3,1
cat_1_2,cat_2_4,cat_3_2,cat_4_5,1
cat_1_1,cat_2_4,cat_3_1,cat_4_2,0
cat_1_1,cat_2_1,cat_3_1,cat_4_1,0
cat_1_2,cat_2_4,cat_3_5,cat_4_1,0
cat_1_3,cat_2_2,cat_3_3,cat_4_4,1
cat_1_3,cat_2_1,cat_3_5,cat_4_1,0
cat_1_3,cat_2_2,cat_3_4,cat_4_2,1
cat_1_1,cat_2_1,cat_3_1,cat_4_2,0
cat_1_3,cat_2_1,cat_3_2,cat_4_4,0
cat_1_3,cat_2_2,cat_3_4,cat_4_4,1
cat_1_1,cat_2_1,cat_3_2,cat_4_4,1
cat_1_2,cat_2_1,cat_3_2,cat_4_3,1
cat_1_3,cat_2_1,cat_3_5,cat_4_2,0
cat_1_3,cat_2_3,cat_3_4,cat_4_3,1
cat_1_2,cat_2_4,cat_3_3,cat_4_2,1
cat_1_2,cat_2_3,cat_3_4,cat_4_4,1
cat_1_1,cat_2_4,cat_3_2,cat_4_5,1
cat_1_1,cat_2_3,cat_3_4,cat_4_4,1
cat_1_2,cat_2_3,cat_3_2,cat_4_5,1
cat_1_1,cat_2_1,cat_3_2,cat_4_4,1
cat_1_3,cat_2_1,cat_3_4,cat_4_1,0
cat_1_2,cat_2_2,cat_3_3,cat_4_2,1
cat_1_3,cat_2_2,cat_3_5,cat_4_2,0
cat_1_1,cat_2_3,cat_3_3,cat_4_5,1
cat_1_2,cat_2_3,cat_3_4,cat_4_1,1
cat_1_1,cat_2_3,cat_3_5,cat_4_2,1
cat_1_2,cat_2_1,cat_3_3,cat_4_2,1
cat_1_2,cat_2_4,cat_3_5,cat_4_6,0
cat_1_2,cat_2_2,cat_3_2,cat_4_5,1
cat_1_3,cat_2_1,cat_3_2,cat_4_6,0
cat_1_1,cat_2_2,cat_3_3,cat_4_1,1
cat_1_3,cat_2_4,cat_3_1,cat_4_6,0
cat_1_2,cat_2_3,cat_3_3,cat_4_4,1
cat_1_1,cat_2_2,cat_3_2,cat_4_2,0
cat_1_2,cat_2_2,cat_3_1,cat_4_2,0
cat_1_1,cat_2_1,cat_3_3,cat_4_4,1
cat_1_1,cat_2_3,cat_3_1,cat_4_4,1
cat_1_1,cat_2_4,cat_3_1,cat_4_1,0
cat_1_2,cat_2_3,cat_3_2,cat_4_2,1
cat_1_1,cat_2_2,cat_3_2,cat_4_4,1
cat_1_3,cat_2_4,cat_3_1,cat_4_6,0
cat_1_1,cat_2_4,cat_3_2,cat_4_4,0
cat_1_1,cat_2_3,cat_3_2,cat_4_2,1
cat_1_1,cat_2_3,cat_3_4,cat_4_4,1
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_3,cat_2_4,cat_3_4,cat_4_6,0
cat_1_3,cat_2_3,cat_3_5,cat_4_5,1
cat_1_2,cat_2_3,cat_3_4,cat_4_3,1
cat_1_3,cat_2_2,cat_3_1,cat_4_2,0
cat_1_2,cat_2_1,cat_3_2,cat_4_4,1
cat_1_3,cat_2_4,cat_3_1,cat_4_3,0
cat_1_1,cat_2_2,cat_3_4,cat_4_2,1
cat_1_1,cat_2_4,cat_3_1,cat_4_3,0
cat_1_3,cat_2_4,cat_3_1,cat_4_3,0
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_1,cat_2_4,cat_3_3,cat_4_2,0
cat_1_3,cat_2_4,cat_3_5,cat_4_3,0
cat_1_2,cat_2_3,cat_3_4,cat_4_4,1
cat_1_2,cat_2_2,cat_3_4,cat_4_5,1
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_2,cat_2_1,cat_3_1,cat_4_1,0
cat_1_1,cat_2_2,cat_3_5,cat_4_4,0
cat_1_2,cat_2_2,cat_3_2,cat_4_3,1
cat_1_2,cat_2_2,cat_3_3,cat_4_4,1
cat_1_1,cat_2_2,cat_3_3,cat_4_2,1
cat_1_3,cat_2_2,cat_3_3,cat_4_2,0
cat_1_3,cat_2_4,cat_3_1,cat_4_6,0
cat_1_1,cat_2_1,cat_3_3,cat_4_6,0
cat_1_2,cat_2_3,cat_3_3,cat_4_5,1
cat_1_3,cat_2_4,cat_3_5,cat_4_2,0
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_3,cat_2_1,cat_3_5,cat_4_2,0
cat_1_2,cat_2_4,cat_3_2,cat_4_6,0
cat_1_1,cat_2_4,cat_3_2,cat_4_1,0
cat_1_3,cat_2_3,cat_3_1,cat_4_4,1
cat_1_1,cat_2_2,cat_3_1,cat_4_4,1
cat_1_1,cat_2_4,cat_3_1,cat_4_2,0
cat_1_3,cat_2_3,cat_3_3,cat_4_5,1
cat_1_1,cat_2_2,cat_3_3,cat_4_2,1
cat_1_3,cat_2_3,cat_3_3,cat_4_3,1
cat_1_1,cat_2_4,cat_3_5,cat_4_6,0
cat_1_3,cat_2_4,cat_3_5,cat_4_4,0
cat_1_1,cat_2_4,cat_3_3,cat_4_3,0
cat_1_1,cat_2_3,cat_3_3,cat_4_3,1
cat_1_3,cat_2_3,cat_3_5,cat_4_6,0
cat_1_1,cat_2_3,cat_3_3,cat_4_5,1
cat_1_3,cat_2_3,cat_3_5,cat_4_5,1
cat_1_2,cat_2_2,cat_3_3,cat_4_3,1
cat_1_2,cat_2_3,cat_3_3,cat_4_5,1
cat_1_2,cat_2_2,cat_3_2,cat_4_3,1
cat_1_2,cat_2_3,cat_3_2,cat_4_1,1
cat_1_3,cat_2_4,cat_3_5,cat_4_4,0
cat_1_3,cat_2_2,cat_3_3,cat_4_6,0
cat_1_3,cat_2_4,cat_3_3,cat_4_4,0
cat_1_1,cat_2_3,cat_3_1,cat_4_6,0
cat_1_1,cat_2_3,cat_3_3,cat_4_5,1
cat_1_1,cat_2_4,cat_3_4,cat_4_1,0
cat_1_1,cat_2_4,cat_3_1,cat_4_6,0
cat_1_3,cat_2_1,cat_3_2,cat_4_4,0
cat_1_1,cat_2_2,cat_3_4,cat_4_6,1
cat_1_2,cat_2_3,cat_3_4,cat_4_3,1
cat_1_1,cat_2_1,cat_3_5,cat_4_5,1
cat_1_3,cat_2_2,cat_3_5,cat_4_2,0
cat_1_1,cat_2_1,cat_3_3,cat_4_5,1
cat_1_1,cat_2_2,cat_3_2,cat_4_6,0
cat_1_3,cat_2_4,cat_3_1,cat_4_6,0
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_1,cat_2_4,cat_3_2,cat_4_2,0
cat_1_2,cat_2_1,cat_3_2,cat_4_5,1
cat_1_1,cat_2_2,cat_3_5,cat_4_2,0
cat_1_1,cat_2_2,cat_3_3,cat_4_4,1
cat_1_1,cat_2_2,cat_3_3,cat_4_5,1
cat_1_2,cat_2_4,cat_3_1,cat_4_3,0
cat_1_3,cat_2_1,cat_3_2,cat_4_3,0
cat_1_3,cat_2_3,cat_3_2,cat_4_5,1
cat_1_3,cat_2_4,cat_3_2,cat_4_2,0
cat_1_2,cat_2_3,cat_3_3,cat_4_2,1
cat_1_2,cat_2_1,cat_3_2,cat_4_4,1
cat_1_2,cat_2_1,cat_3_5,cat_4_4,1
cat_1_2,cat_2_3,cat_3_3,cat_4_5,1
cat_1_1,cat_2_3,cat_3_4,cat_4_5,1
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_3,cat_2_4,cat_3_2,cat_4_5,0
cat_1_3,cat_2_1,cat_3_2,cat_4_3,0
cat_1_1,cat_2_2,cat_3_4,cat_4_5,1
cat_1_1,cat_2_1,cat_3_1,cat_4_5,1
cat_1_2,cat_2_2,cat_3_2,cat_4_1,1
cat_1_3,cat_2_2,cat_3_3,cat_4_6,0
cat_1_1,cat_2_1,cat_3_5,cat_4_6,0
cat_1_3,cat_2_4,cat_3_5,cat_4_2,0
cat_1_1,cat_2_1,cat_3_1,cat_4_6,0
cat_1_3,cat_2_1,cat_3_5,cat_4_4,0
cat_1_3,cat_2_1,cat_3_2,cat_4_2,0
cat_1_2,cat_2_3,cat_3_3,cat_4_5,1
cat_1_1,cat_2_4,cat_3_1,cat_4_6,0
cat_1_3,cat_2_2,cat_3_3,cat_4_3,1
cat_1_3,cat_2_2,cat_3_3,cat_4_2,1
cat_1_1,cat_2_3,cat_3_4,cat_4_4,1
cat_1_2,cat_2_3,cat_3_4,cat_4_2,1
cat_1_3,cat_2_4,cat_3_5,cat_4_6,0
cat_1_1,cat_2_3,cat_3_1,cat_4_4,1
cat_1_3,cat_2_4,cat_3_1,cat_4_6,0
cat_1_3,cat_2_1,cat_3_1,cat_4_6,0
cat_1_1,cat_2_1,cat_3_5,cat_4_2,0
cat_1_1,cat_2_2,cat_3_4,cat_4_1,1
cat_1_2,cat_2_2,cat_3_1,cat_4_1,0
cat_1_3,cat_2_1,cat_3_1,cat_4_1,0
cat_1_1,cat_2_4,cat_3_5,cat_4_3,0
cat_1_3,cat_2_2,cat_3_4,cat_4_1,0
cat_1_1,cat_2_2,cat_3_3,cat_4_4,1
cat_1_1,cat_2_3,cat_3_4,cat_4_1,1
cat_1_2,cat_2_2,cat_3_4,cat_4_3,1
cat_1_1,cat_2_2,cat_3_2,cat_4_3,1
cat_1_2,cat_2_2,cat_3_4,cat_4_3,1
cat_1_3,cat_2_4,cat_3_4,cat_4_6,0
cat_1_3,cat_2_4,cat_3_5,cat_4_1,0
cat_1_2,cat_2_2,cat_3_4,cat_4_2,1
cat_1_2,cat_2_3,cat_3_4,cat_4_2,1
cat_1_2,cat_2_2,cat_3_2,cat_4_3,1
cat_1_1,cat_2_3,cat_3_3,cat_4_2,1
cat_1_1,cat_2_3,cat_3_1,cat_4_5,1
cat_1_1,cat_2_4,cat_3_3,cat_4_1,0
cat_1_1,cat_2_3,cat_3_2,cat_4_2,1
cat_1_1,cat_2_4,cat_3_3,cat_4_1,0
cat_1_1,cat_2_3,cat_3_1,cat_4_2,1
cat_1_1,cat_2_3,cat_3_4,cat_4_5,1
cat_1_3,cat_2_1,cat_3_5,cat_4_1,0
cat_1_1,cat_2_3,cat_3_4,cat_4_5,1
cat_1_1,cat_2_4,cat_3_1,cat_4_2,0
cat_1_1,cat_2_3,cat_3_3,cat_4_4,1
cat_1_1,cat_2_1,cat_3_5,cat_4_6,0
cat_1_2,cat_2_3,cat_3_3,cat_4_4,1
cat_1_1,cat_2_4,cat_3_1,cat_4_6,0
cat_1_1,cat_2_2,cat_3_5,cat_4_1,0
cat_1_2,cat_2_2,cat_3_3,cat_4_2,1
cat_1_1,cat_2_3,cat_3_5,cat_4_1,0
cat_1_2,cat_2_1,cat_3_4,cat_4_1,1
cat_1_1,cat_2_2,cat_3_5,cat_4_3,0
cat_1_2,cat_2_2,cat_3_4,cat_4_5,1
cat_1_3,cat_2_1,cat_3_5,cat_4_6,0
cat_1_2,cat_2_3,cat_3_4,cat_4_5,1
cat_1_1,cat_2_2,cat_3_3,cat_4_2,1
cat_1_3,cat_2_1,cat_3_3,cat_4_4,0
cat_1_2,cat_2_4,cat_3_4,cat_4_1,1
cat_1_2,cat_2_3,cat_3_3,cat_4_3,1
cat_1_3,cat_2_2,cat_3_1,cat_4_2,0
cat_1_3,cat_2_2,cat_3_3,cat_4_1,0
cat_1_2,cat_2_1,cat_3_4,cat_4_1,1
cat_1_3,cat_2_2,cat_3_3,cat_4_6,0
cat_1_3,cat_2_3,cat_3_1,cat_4_3,0
cat_1_1,cat_2_4,cat_3_2,cat_4_1,0
cat_1_1,cat_2_2,cat_3_2,cat_4_2,1
cat_1_3,cat_2_4,cat_3_1,cat_4_6,0
cat_1_3,cat_2_3,cat_3_2,cat_4_4,1
cat_1_2,cat_2_3,cat_3_4,cat_4_2,1
cat_1_2,cat_2_1,cat_3_1,cat_4_2,1
cat_1_2,cat_2_1,cat_3_2,cat_4_1,1
