trans_date_trans_time,merchant,category,amt,city,state,lat,long,city_pop,job,dob,trans_num,merch_lat,merch_long,is_fraud
26-12-2020 17:56,Prosacco LLC,personal_care,69.05,Fort Washakie,WY,43.0048,-108.8964,1645,Freight forwarder,26-02-1976,ed4b85ceac2f30f1ae5de1481a92bb62,42.776715,-109.201469,0
05-01-2019 10:48,Heller-Langosh,gas_transport,89.02,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",15-01-1951,b610ba93ddceb283b36e11b3559219a1,41.246801,-124.493498,0
14-01-2019 12:56,Kozey-Boehm,shopping_net,47.79,Rock Springs,WY,41.606,-109.23,27971,Music therapist,01-08-1984,0e477f273d5260b96a19bab1bdd37c80,41.166576,-110.105741,0
31-12-2020 07:13,"""Quitzon, Green and Bashirian""",shopping_pos,6.64,Llano,NM,36.1486,-105.6648,247,Architectural technologist,24-10-1961,b94c6c2278b9961bd4aba3029c68aa27,36.911731,-106.50235,0
30-12-2020 18:11,"""Kihn, Abernathy and Douglas""",shopping_net,6.57,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",13-04-1991,0f43d97e3ba743fbfc673cfbdc41179e,19.571576,-155.898594,0
19-01-2019 08:18,"""Heller, Gutmann and Zieme""",grocery_pos,125.27,Redford,MO,37.3272,-91.0243,241,Investment analyst,27-10-1974,039c967bc49d3258ee0fca11509246e7,38.152726,-90.904996,0
26-12-2020 07:20,Eichmann-Russel,misc_pos,31.97,Laramie,WY,41.4247,-105.4781,35371,"""Pilot, airline""",02-09-1988,0729e34348a51c8b47cb56e54f3d88f3,41.735779,-105.036482,0
25-12-2020 11:08,Skiles-Ankunding,grocery_net,76.19,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,022b873810619a362bf34857b5b9e5eb,32.575595,-110.453718,0
15-01-2019 20:04,Larson-Moen,entertainment,63.26,Wheaton,MO,36.7651,-94.0492,760,Production manager,31-08-1985,3091d2e88416241bc6ef097de8205719,37.216195,-93.976596,0
27-12-2020 19:25,Kutch-Wilderman,home,42.62,Indian Wells,CA,33.7163,-116.3381,4677,Learning mentor,06-05-1955,ab6ef5a4af6f6d91639131120b0b2383,32.84874,-116.617382,0
27-12-2020 07:18,Ortiz Group,grocery_net,74.26,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,11-02-1971,548b17453a95c38768ef2297bf9d55da,43.011588,-116.911138,0
19-01-2019 07:09,Kling Inc,gas_transport,64.28,Arvada,CO,39.8422,-105.1097,122111,Hotel manager,23-05-1987,90c09cc29c588ce8b88e6a4af781eaaf,39.455928,-105.944866,0
28-12-2020 13:24,"""Kunze, Larkin and Mayert""",travel,8.46,Vancouver,WA,45.6892,-122.6616,299480,Teaching laboratory technician,02-01-1985,82ec6472e6b05724afeca8203293795f,44.751442,-122.224319,0
31-12-2020 15:31,"""Haley, Batz and Aue""",health_fitness,34.15,Pueblo,CO,38.2352,-104.66,151815,Further education lecturer,04-01-1988,20ae64483c42a18d51874cec8216476b,38.85286,-103.723372,0
27-12-2020 22:50,Kilback LLC,food_dining,170.89,Tekoa,WA,47.2271,-117.0819,895,Clothing/textile technologist,31-05-1999,e16e3fc3cb8d8108d9e7ea102ee0abd4,48.082593,-117.193057,0
29-12-2020 00:40,"""Raynor, Feest and Mille""",gas_transport,81.16,Kent,OR,45.0838,-120.6649,60,Museum education officer,03-04-1942,4b896d8312ae83dcf28197782c5339a0,45.355588,-119.666833,0
29-12-2020 10:49,Miller-Hauck,grocery_pos,118.62,Blairstown,MO,38.5319,-93.9221,467,Agricultural consultant,27-05-1950,b5fa59b7a5c66b731037688296b660df,37.55479,-93.977965,0
09-01-2019 10:16,Bogisich Inc,grocery_pos,137.69,Greenview,CA,41.5403,-122.9366,308,Call centre manager,20-09-1958,49f10b378275b0696fd315bf6f0fda16,42.388852,-122.41179,0
31-12-2020 04:16,Bailey-Mo,grocery_pos,85.64,San Diego,CA,33.0067,-117.069,1241364,Chartered public finance accountant,05-08-1959,2ee1f49cf0e25cf4ee3bcc37c4823960,33.626146,-118.027852,0
29-12-2020 11:43,Kihn Inc,shopping_pos,2.52,Grenada,CA,41.6125,-122.5258,589,Systems analyst,21-12-1945,917acbfbf25ecf3f76dc5de984d808bb,40.651643,-122.4163,0
29-12-2020 21:04,"""McDermott, Osinski and Mo""",home,101.71,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,01-05-1936,d9e46e52d8817d90590abf58c12816e7,45.453653,-122.35807,0
06-01-2019 15:56,Kilback Group,food_dining,98.5,Parks,AZ,35.2563,-111.95,759,"""Geologist, engineering""",28-03-1957,9a5ad1c8132627b2fc15a6707ad2521f,34.5518,-112.715074,0
21-01-2019 01:29,Luettgen PLC,gas_transport,82.02,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,31-03-1959,bde55b7512bd8783e6b103ab64741c9f,38.661132,-122.135668,0
21-01-2019 23:07,Goyette Inc,shopping_net,3.52,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,84628bafbc84cfd6ef9b4dd15883ed26,32.586806,-105.885848,0
07-01-2019 23:36,Weber and Sons,food_dining,25.41,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,aaed3b5b9ba8addf161c63ce8a6cfacf,33.009593,-110.799751,0
26-12-2020 14:54,Ernser-Lynch,food_dining,73.12,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,ed170113e232861767710dbab24218ca,33.775146,-110.642292,0
13-01-2019 10:55,Huel Lt,misc_net,64.78,American Fork,UT,40.3928,-111.7941,42384,Futures trader,29-12-1992,25032ca46e07d25df300c503d01eb5ba,41.280488,-112.16665,0
02-01-2019 22:40,Wilkinson LLC,personal_care,34.74,Altonah,UT,40.3207,-110.436,302,"""Sales professional, IT""",17-01-1990,dc7d23c74e5f0f70d98c5036218d79ba,40.453968,-110.96854,0
06-01-2019 17:08,"""Okuneva, Schneider and R""",shopping_pos,37.58,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",22-09-1972,666906d33b4c141629b946276b320605,34.340041,-118.042669,0
30-12-2020 08:40,Boyer-Reichert,shopping_net,19.51,Mound City,MO,40.1362,-95.2138,1631,Architect,20-01-1953,85a4c2f8a0c638b6dd116613bc8d464c,40.424518,-94.77025,0
09-01-2019 21:01,"""Kuhic, Bins and Pfeffe""",shopping_net,60.95,Wheaton,MO,36.7651,-94.0492,760,Production manager,31-08-1985,103a2a7321bd5f9dc566b8d72ac89c0c,36.059998,-94.837757,0
27-12-2020 23:39,DuBuque LLC,grocery_pos,62.99,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,3ceda1f71b0dbad145c1946724531210,32.860045,-105.232775,0
06-01-2019 01:17,"""Johnston, Nikolaus and Maggio""",grocery_net,70.92,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,b0056ad6240ae356c3258ccb12573b54,40.564981,-104.076586,0
11-01-2019 00:58,Herzog Lt,misc_pos,29.48,Ravenna,NE,41.0233,-98.9041,2202,"""Solicitor, Scotland""",21-06-1974,29bdf21596c7a41a4aed21bb4d07d553,41.642775,-99.555425,0
07-01-2019 10:25,"""Goldner, Kovacek and Abbott""",grocery_pos,60.23,Sacramento,CA,38.5662,-121.3286,757530,Magazine features editor,30-04-1979,32268151560577474147a6a25a0f28df,37.681446,-120.463796,0
20-01-2019 04:51,Pfeffer LLC,grocery_net,23.14,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,51754aa028251825c22f1a7aefa31d0b,34.063755,-105.465394,0
18-01-2019 03:42,Doyle Lt,grocery_pos,95.76,Dumont,CO,39.7532,-105.6356,565,Mental health nurse,27-08-1978,b02d6ea3572a11c5c65cd2ae3f135ca7,39.519564,-105.160587,0
28-12-2020 01:43,"""Connelly, Reichert and Fritsch""",gas_transport,77.35,Portland,OR,45.5303,-122.7033,841711,"""Engineer, building services""",04-04-1963,6f4f8ef36b6f8ff5b0b25a4261f07873,46.222571,-123.666291,0
03-01-2019 03:44,"""Terry, Johns and Bins""",misc_pos,4.15,Parker,CO,39.5102,-104.7216,84861,Materials engineer,10-03-1932,9474f546d01168a9b590e418c4410c26,39.466674,-103.819072,0
13-01-2019 20:13,"""Monahan, Hermann and Johns""",travel,1288.1,Mendon,UT,41.71,-111.9817,2078,"""Scientist, audiological""",13-06-1963,37b7e5df4c5147e8d303d07f4dbcac80,40.996773,-112.797851,0
30-12-2020 01:10,Bahringer-Larson,grocery_net,37.85,Daly City,CA,37.6787,-122.478,107941,"""Buyer, industrial""",04-10-1991,f060a6125fb845de01542fa12c323258,37.85135,-122.963447,0
28-12-2020 14:40,Wilkinson PLC,kids_pets,59.07,Holstein,NE,40.4542,-98.6538,331,Telecommunications researcher,19-08-1950,a65edb91dad9de10a3581557af7acd46,39.560221,-99.410128,0
13-01-2019 01:22,"""Eichmann, Bogan and Rodriguez""",gas_transport,50.56,Manley,NE,40.9207,-96.168,206,Human resources officer,04-10-1967,ab616a98aba96476aa6678aec947c7da,40.349468,-95.396791,0
11-01-2019 22:16,Botsford and Sons,home,22.21,Orient,WA,48.8878,-118.2105,149,Special educational needs teacher,21-06-1978,19baebb082ac9ae678339cbe904d5002,48.300415,-117.438697,0
27-12-2020 23:10,Gislason Group,travel,3.53,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,18-10-1972,f069cb402ab46c12690090e594b5b05b,39.313968,-122.169927,0
20-01-2019 20:10,"""Baumbach, Strosin and Nicolas""",shopping_pos,4.26,Moriarty,NM,34.9889,-106.0609,7268,"""Therapist, art""",04-08-1988,1a8fb9d9b00f7d4ae66f58c504cfbb71,35.758889,-106.531462,0
31-12-2020 23:16,"""Cormier, Stracke and Thiel""",entertainment,24.72,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,17-07-1989,3629c107750b22680ed81e7b0f1cb283,38.806187,-93.845394,0
01-01-2019 07:22,Schamberger-O'Keefe,grocery_pos,205.76,Kansas City,MO,38.9621,-94.5959,545147,Counsellor,18-11-1987,28f3be829fc05cc266b8e20e4d07e0eb,39.511175,-94.760973,0
30-12-2020 20:07,Predovic Inc,shopping_net,55.08,Burbank,WA,46.1966,-118.9017,3684,Musician,29-11-1981,7ea0dfb3e920a3ee4f9aa324349d60d0,46.735392,-119.161977,0
06-01-2019 20:10,"""Bahringer, Bergnaum and Quitzon""",home,18.24,Humboldt,AZ,34.5189,-112.2523,1179,"""Civil engineer, contracting""",20-01-1955,da01cd65f382389bc84d9057c244b9ec,34.039827,-112.852729,0
01-01-2019 04:26,Corwin-Collins,gas_transport,50.16,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,17-07-1989,e95e53d1c091289a54cde0414762751d,38.964313,-93.497747,0
10-01-2019 12:12,"""Schmeler, Bashirian and Price""",shopping_net,152.84,Rock Springs,WY,41.606,-109.23,27971,Music therapist,01-08-1984,ae46d3923f9b2718d702de11ce3c7dbc,42.118826,-108.623103,0
29-12-2020 15:45,Flatley Group,misc_pos,1.09,Utica,MO,39.7417,-93.6289,271,Land/geomatics surveyor,18-04-1972,64eb55310ffd3c1871a869993066bff9,39.240008,-92.885217,0
29-12-2020 17:06,"""Bins, Balistreri and Beatty""",shopping_pos,2.91,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,4b90ac4d48f468c27065110c75d1754b,39.151266,-104.150648,0
10-01-2019 15:10,Jacobi Inc,health_fitness,43.42,Norwalk,CA,33.9056,-118.0818,105549,Firefighter,22-09-1973,2ed8ca8a21c4b289241ba4c8a63449c0,33.740055,-118.006035,0
29-12-2020 12:44,Fadel-Hilpert,health_fitness,121.7,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,30-11-1999,055547a5059ee76fda675d71192d9dca,34.364698,-112.550371,0
24-12-2020 20:17,Morissette-Schaefe,personal_care,101.32,Sutherland,NE,41.1558,-101.136,1789,Insurance broker,11-02-1982,6c60cb586095f67b2df62e2871970fd2,40.44773,-101.398867,0
03-01-2019 05:00,"""Watsica, Haag and Considine""",shopping_pos,5.03,Unionville,MO,40.4815,-92.9951,3805,"""Investment banker, corporate""",15-09-1950,138bad589d1ea6509b58e7455723c303,41.384988,-93.797581,0
27-12-2020 02:49,"""Johnston, Nikolaus and Maggio""",grocery_net,55.45,Issaquah,WA,47.4974,-122.0107,50489,Osteopath,29-02-1984,73c298a57276cbad90abd91b62bb08c0,47.920107,-121.270158,0
10-01-2019 23:33,Windler LLC,kids_pets,14.54,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,01-05-1936,81dcf1b828d0bad51a09b24dd66a2af4,45.672881,-121.531571,0
05-01-2019 22:22,"""Gutmann, McLaughlin and Wiz""",home,29.38,Rock Springs,WY,41.606,-109.23,27971,Music therapist,01-08-1984,0e40bd20e05f9d0c0ab0273bbb9da23a,41.251792,-108.336332,0
19-01-2019 20:00,Erdman-Ebert,personal_care,5.16,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,17-02-1986,e7ee154366c85fb844437dfd970df5a4,42.783201,-109.76902,0
02-01-2019 22:33,Hamill-D'Amore,health_fitness,2.24,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,13-12-1956,39c81ab6d661c82f1f9c3a7d9a906dbc,41.020841,-98.952895,0
29-12-2020 04:56,Hudson-Ratke,grocery_pos,200.39,Burlington,WA,48.4786,-122.3345,14871,Public house manager,10-03-1974,819aa462d705e31d78652732255067b2,49.302278,-122.328935,0
24-12-2020 19:07,Larson-Moen,entertainment,100.59,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,18-10-1972,8dfed98f719f76818a3c402c81a20a1f,39.320037,-123.694748,0
08-01-2019 10:41,Dickinson-Rempel,misc_pos,39.9,Meredith,CO,39.3199,-106.6596,61,Public relations account executive,04-11-1939,7a1783ce4550c7c33f6e44c50895e9cf,38.754707,-106.956311,0
26-12-2020 19:25,"""Graham, Hegmann and Hammes""",food_dining,65.47,Superior,AZ,33.2887,-111.0985,2872,Petroleum engineer,28-10-1987,e687a80bed479a0746a1fcfc2357466f,34.274985,-111.454703,0
01-01-2019 22:23,Lind-Buckridge,entertainment,73.34,Carroll,NE,42.277,-97.1926,566,Metallurgist,26-01-1975,ae69f04995961f29318e5a28fcb11f98,42.502963,-97.706886,0
18-01-2019 21:01,"""Labadie, Treutel and Bode""",shopping_net,35.36,Rock Springs,WY,41.606,-109.23,27971,Music therapist,01-08-1984,2cea2f64ecdfd6d8bc6e99fc967fe9dc,41.588982,-109.265656,0
06-01-2019 21:30,Stiedemann Lt,food_dining,53.88,Jelm,WY,41.0539,-106.0763,100,Public librarian,16-04-1974,c9af08c19c446e31c4f806c91c79ac39,41.008878,-106.995233,0
27-12-2020 00:21,"""Jenkins, Hauck and Friesen""",gas_transport,66.17,Kirk,CO,39.6171,-102.4776,207,Network engineer,04-12-1955,f23d519d558b4ccfddd4c9ce27bca248,40.185168,-103.371834,0
10-01-2019 19:16,Spencer PLC,entertainment,7.39,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",15-01-1951,ac78229aae5164a55c0874bd9f358141,40.870635,-123.583963,0
27-12-2020 01:58,"""Reilly, Heaney and Cole""",gas_transport,66.06,Hatch,UT,37.7175,-112.4777,258,Geoscientist,24-11-1961,86c0a702bf81f83067274f71f9f5ee9c,36.903256,-112.114599,0
17-01-2019 04:32,"""Ferry, Lynch and Kautze""",misc_net,6.86,Mesa,ID,44.6255,-116.4493,129,Cartographer,15-12-1965,e5f8dcc796bd702eecbbf2c964b3a9e5,44.22549,-116.840175,0
29-12-2020 04:58,Hackett-Lueilwitz,grocery_pos,117.48,Tomales,CA,38.2427,-122.9145,337,Occupational psychologist,05-07-1954,4b791bc6585d91bf4395cadca55ce4a2,37.256145,-122.52474,0
26-12-2020 12:03,Predovic Inc,shopping_net,1.12,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,24-10-1981,fd47818d74f8cd73902ec8e17069e9c5,32.667364,-112.0976,0
12-01-2019 17:02,Johnston-Caspe,travel,4.08,Newhall,CA,34.3795,-118.523,34882,Health physicist,25-04-1971,361964cd0b17ba52039b612319f66ff0,34.897589,-118.079801,0
27-12-2020 22:40,Friesen Lt,health_fitness,6.38,Paauilo,HI,20.0271,-155.3697,1490,"""Scientist, research (maths)""",13-04-1991,28348692c01df63f8da59e917a8a67ed,20.052374,-155.470192,0
28-12-2020 21:36,Larson-Moen,entertainment,61.21,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",22-09-1972,db1c3b4fcb4a6d1bd01692074d3759af,32.996971,-116.261028,0
29-12-2020 15:12,Reilly and Sons,health_fitness,11.08,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,1503c7bd0554f80d42009d0bfba34b7f,38.819632,-105.456627,0
27-12-2020 19:43,"""Effertz, Welch and Schowalte""",entertainment,50.99,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",26-07-2001,a9c49dccbeaa309219c9273cad096e4a,38.855458,-90.363671,0
28-12-2020 18:14,Dooley Inc,shopping_pos,121.99,Fullerton,NE,41.366,-98.0054,1749,"""Surveyor, mining""",07-05-1973,a24c42e6ec7eb88dbe4ff5a481c46906,41.943491,-97.875473,0
29-12-2020 14:17,Jast and Sons,food_dining,217.49,Espanola,NM,35.9866,-106.0654,18408,Historic buildings inspector/conservation officer,18-07-1972,939620725f0ac7229d696a5dca4ead04,35.703984,-105.687744,0
10-01-2019 03:34,Erdman-Kertzmann,gas_transport,70.9,Eugene,OR,44.0385,-123.0614,191096,"""Scientist, physiological""",06-04-1964,d94eade38c49eedfa654317fba229fa3,44.950535,-122.810621,0
08-01-2019 19:33,"""Bahringer, Osinski and Block""",food_dining,40.58,Lakeport,CA,39.047,-122.9328,11256,Podiatrist,18-10-1972,d8b78af0d47a8cf374e134434b0364ff,39.537302,-122.115318,0
11-01-2019 10:46,"""Schuppe, Nolan and Hoege""",shopping_pos,154.27,Red Cliff,CO,39.4584,-106.3851,277,Human resources officer,03-04-1985,d383bd2beab4db10cc7a3b5f03e2179a,40.002816,-106.256982,0
26-12-2020 15:23,Kris-Padberg,shopping_pos,5.32,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,30-11-1999,0fbdf03d8becf98757770344af040a20,34.617962,-111.556552,0
21-01-2019 12:02,Gleason and Sons,kids_pets,41.7,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,03-12-1966,ceb1706731c09a540bb27d8380fa9d6a,19.389394,-155.000528,0
14-01-2019 21:59,Rau-Grant,kids_pets,19.44,Altonah,UT,40.3207,-110.436,302,"""Sales professional, IT""",17-01-1990,da00ddd19bdff85df44b388908361e78,39.404255,-110.28527,0
31-12-2020 08:45,Kunde-Sanfo,misc_net,68.93,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,69ac54ab8e5c29620681b8062b2e874e,39.701322,-105.13533,0
01-01-2019 09:32,Brekke and Sons,gas_transport,79.12,Lamy,NM,35.4311,-105.9409,923,Public relations account executive,22-06-1964,2830bf8d68c6051a91498cd7bb3247ba,35.275443,-105.71724,0
11-01-2019 20:53,"""Konopelski, Schneider and Hartmann""",food_dining,12.93,Mountain Center,CA,33.6401,-116.5567,1661,"""Therapist, music""",19-09-1988,af79ec12f8baa923b7f5f76fd3c231f3,33.9676,-116.613235,0
30-12-2020 20:51,"""Weber, Thiel and Hammes""",kids_pets,273.54,Littleton,CO,39.5994,-105.0044,320420,Water engineer,31-07-1975,4a6bfebd9753570b98370ce0730cb03c,39.864854,-105.004034,0
28-12-2020 06:16,"""Johnston, Nikolaus and Maggio""",grocery_net,34.18,Rock Springs,WY,41.606,-109.23,27971,Music therapist,01-08-1984,770620a75887a8c722631b3e44b287f7,42.445635,-109.417927,0
31-12-2020 03:41,Koss and Sons,gas_transport,63.34,Hatch,UT,37.7175,-112.4777,258,Geoscientist,24-11-1961,3ce1280e409a2bf1538873ef24771a99,37.668123,-112.894055,0
03-01-2019 06:58,Huel Lt,misc_net,88.09,Jordan Valley,OR,42.8801,-117.281,641,Economist,24-11-1993,c4c5d57ac6bda8345ef0d48ae1501c2e,42.650784,-116.478772,0
28-12-2020 17:43,Labadie LLC,personal_care,38.08,Burlington,WA,48.4786,-122.3345,14871,Public house manager,10-03-1974,e0a40f3f4a567cc0f62ae7f8dab76966,48.61865,-121.340812,0
26-12-2020 08:02,Metz-Boehm,shopping_pos,35.68,Port Costa,CA,38.046,-122.1866,198,Armed forces training and education officer,31-03-1959,72fe497a015a92867475901cc3d5f1cd,37.496291,-121.39611,0
29-12-2020 11:46,"""Swaniawski, Lowe and Robel""",shopping_pos,2.98,Santa Monica,CA,34.0287,-118.4924,92043,"""Civil engineer, contracting""",25-04-1961,5e1aa2205c0827648a9f90e06de0d78c,33.371694,-119.466175,0
25-12-2020 06:29,"""Greenholt, Jacobi and Gleason""",gas_transport,66.84,Cascade Locks,OR,45.671,-121.8686,1288,Barrister,01-05-1936,3b1e5428a37cbf240faecfbaaaa612ee,45.7014,-121.372312,0
29-12-2020 16:05,Rau-Robel,kids_pets,15.2,Fields Landing,CA,40.7268,-124.2174,276,"""Scientist, audiological""",06-05-1929,6ab8e7e0a43e3a32b03607239eab8d2e,39.908217,-124.566091,0
21-01-2019 04:41,"""Osinski, Ledner and Leuschke""",grocery_pos,103.91,Matthews,MO,36.7154,-89.6287,1019,Aeronautical engineer,26-01-1979,ad97777bf5c5dd689d1505ffbc782029,36.653678,-89.006005,0
29-12-2020 00:38,"""Schaefer, McGlynn and Bosco""",gas_transport,93.19,Iliff,CO,40.7692,-103.0968,648,Community arts worker,21-09-1969,6ae8e6aa5b9540998984e5e50b103342,41.277781,-103.103208,0
04-01-2019 13:44,Dickinson Lt,personal_care,1.36,Ballwin,MO,38.577,-90.5255,92608,"""Engineer, communications""",26-07-2001,8e084a0670cddbcf6133bd7dcb3ff0fd,38.197028,-90.70911,0
30-12-2020 08:38,Heidenreich PLC,grocery_pos,193.85,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,24-10-1981,db9798091d3dcfea6866feb748f0062f,34.450109,-112.903795,0
16-01-2019 14:09,Kozey-McDermott,travel,4.33,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,d0fa9d82ecc2f439df78ea7a6038a6c5,33.73091,-106.294715,0
30-12-2020 22:59,"""Swaniawski, Lowe and Robel""",shopping_pos,28.07,Vancouver,WA,45.6892,-122.6616,299480,Teaching laboratory technician,02-01-1985,92262004ba4f61db985f177044d8c524,45.910736,-122.413247,0
20-01-2019 15:56,Douglas-White,entertainment,5.07,Phoenix,AZ,33.8155,-112.1202,1312922,Counselling psychologist,30-11-1999,f9a5d7f519fd36669d553e8e80cae0f0,33.185299,-111.332603,0
12-01-2019 09:13,Schmeler Inc,misc_pos,346.9,Phoenix,AZ,33.5623,-112.0559,1312922,Contractor,24-10-1981,7dae1ff0235e815f1a6d7acebd88ad13,32.750375,-112.281293,0
25-12-2020 15:49,Ruecker-Mayert,kids_pets,7.11,Bay City,OR,45.5197,-123.8761,1530,Colour technologist,24-11-1986,623f8ec3b8e5ee23c226221ad0eab4df,46.203571,-123.845234,0
31-12-2020 18:43,Lynch-Wisozk,home,151.44,Moriarty,NM,34.9889,-106.0609,7268,"""Therapist, art""",04-08-1988,bcd258aa86d085354e3adf1c1d3754be,34.24285,-106.114068,0
31-12-2020 16:48,"""Watsica, Haag and Considine""",shopping_pos,1.52,Napa,CA,38.4549,-122.2564,94014,Airline pilot,21-08-1985,5b118a783f2674ac21672a84c8e01883,38.192156,-121.695204,0
05-01-2019 20:38,Gerhold LLC,home,208.67,Sun City,CA,33.7467,-117.1721,54287,"""Designer, exhibition/display""",22-09-1972,978a905e1c16fd2c338b64aa439d1668,33.634568,-117.774562,0
21-01-2019 16:33,Fritsch and Sons,health_fitness,52.19,Colton,WA,46.5901,-117.1692,761,Chief Marketing Officer,30-06-1943,ade740ae34e546b88934af5f0a92f69c,47.175525,-117.272653,0
01-01-2019 08:18,Spencer-Runolfsson,misc_pos,14.92,Burlington,WA,48.4786,-122.3345,14871,Public house manager,10-03-1974,8281ad5a3b1ae4b6ca336af656b26186,49.36542,-121.909876,0
30-12-2020 10:31,"""Wintheiser, Dietrich and Schimmel""",misc_pos,5.07,June Lake,CA,37.7773,-119.0825,633,Health service manager,09-09-1927,d7e36b05c4686dd7128176d684e2c8b7,37.040606,-118.416657,0
04-01-2019 16:16,Bode-Schuste,kids_pets,34.38,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,18-01-1997,5b63041128f3be91b82554f9384f5e50,38.150906,-121.878503,0
26-12-2020 20:01,"""Wiza, Schaden and Stark""",misc_pos,6.98,Centerview,MO,38.7897,-93.8702,2368,Electronics engineer,17-07-1989,821b5a082d8b245026465cb3e6f8141f,37.939911,-93.016388,0
04-01-2019 03:04,Corwin-Collins,gas_transport,57.75,Honokaa,HI,20.0827,-155.488,4878,Physiotherapist,03-12-1966,77235ccb79e5e66e940474bb201cd54b,19.165823,-155.362318,0
19-01-2019 19:40,Bechtelar-Rippin,food_dining,9.98,San Jose,CA,37.3304,-121.7913,973849,Geoscientist,18-01-1997,581461643965166d0391a9d2aa1ce54b,36.523718,-121.288752,0
05-01-2019 22:22,Swift PLC,kids_pets,78.41,San Jose,CA,37.3304,-121.7913,973849,Science writer,12-06-1955,ccc89d83df471be063b3c2b9986887e0,37.746296,-121.72152,0
08-01-2019 17:42,"""Bahringer, Bergnaum and Quitzon""",home,10.75,Parks,AZ,35.2563,-111.95,759,"""Geologist, engineering""",28-03-1957,0cc893011999171ab0b43eaa1ee028de,35.994097,-112.163407,0
10-01-2019 18:39,Flatley Group,misc_pos,3.78,Wheaton,MO,36.7651,-94.0492,760,Production manager,31-08-1985,9c1acc0be6570262086d3d0ae1d79ccd,37.132167,-94.430516,0
14-01-2019 08:22,Reynolds-Schinne,misc_pos,3.17,Laguna Hills,CA,33.615,-117.7114,45303,Sales executive,22-12-1969,59db6d931561648a0e8c009c03f257c5,32.866735,-116.760463,0
27-12-2020 15:59,"""Kilback, Nitzsche and Leffle""",travel,5.16,Carlotta,CA,40.507,-123.9743,1139,"""Therapist, occupational""",15-01-1951,6da5fbb21a05b07ef0dd9d80904813cf,40.329887,-124.320889,0
25-12-2020 15:41,"""Conroy, Balistreri and Gorczany""",health_fitness,80.66,Nelson,NE,40.201,-98.0684,732,Television/film/video producer,13-12-1956,7ca9c3cc454d24448654e7cef9059b9c,39.447151,-98.127381,0
20-01-2019 22:07,Jast-McDermott,shopping_pos,4.62,Redford,MO,37.3272,-91.0243,241,Investment analyst,27-10-1974,b5a3f03476cc1d4ffe3de92c0241d312,36.909082,-90.338897,0
01-01-2019 04:55,McDermott-Weimann,grocery_pos,236.18,Meridian,ID,43.6498,-116.4306,84106,Intelligence analyst,11-02-1971,f5afac4b2726300db61d131c65db187d,44.404099,-115.887498,0
13-01-2019 21:41,Schiller Lt,personal_care,40.99,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,e4592986c42b04195fd09e5bc3a754d9,33.722995,-105.404974,0
04-01-2019 18:02,Kessler Inc,travel,6.04,Ruidoso,NM,33.3305,-105.6933,8874,Licensed conveyancer,16-08-2000,279ceee287268da087f5ee1b2a268690,33.190083,-105.092139,0
27-12-2020 23:32,Jast-McDermott,shopping_pos,9.34,Fort Washakie,WY,43.0048,-108.8964,1645,Information systems manager,17-02-1986,b5ea2abe1e36abaee4c7fd107612289e,43.788959,-108.201059,0
