DATASETNAME,MODELNAME,ACC,PREC,REC,F1,AUC,FEATNAME,FEATTYPE,ERRTYPE,MODELTYPE
ShippingData.csv,MLP Classifier,0.6645,0.9492,0.4667,0.6258,0.6479,Cost_of_the_Product,discrete,Noisy,Neural Networks
ShippingData.csv,K-Neighborg Classifier,0.6509,0.732,0.6611,0.6948,0.723,Gender,binary,Noisy,Neighborg based
ShippingData.csv,Support Vector Machine,0.6009,0.6009,1.0,0.7507,0.499,Warehouse_block,categorical String,Noisy,Linear
ShippingData.csv,Linear Discriminant Analysis,0.645,0.7283,0.6528,0.6885,0.7251,Mode_of_Shipment,categorical String,Noisy,Linear
ShippingData.csv,Support Vector Machine,0.6009,0.6009,1.0,0.7507,0.499,Product_importance,categorical String,Noisy,Linear
ShippingData.csv,MLP Classifier,0.6645,0.9492,0.4667,0.6258,0.6479,Customer_care_calls,categorical Integer,Noisy,Neural Networks
ShippingData.csv,SGD Classifier,0.6009,0.6009,1.0,0.7507,0.0,Customer_care_calls,categorical Integer,Noisy,Linear
ShippingData.csv,Support Vector Machine,0.6009,0.6009,1.0,0.7507,0.499,Customer_care_calls,categorical Integer,Noisy,Linear
ShippingData.csv,SGD Classifier,0.6009,0.6009,1.0,0.7507,0.0,Customer_rating,categorical Integer,Noisy,Linear
ShippingData.csv,Support Vector Machine,0.6009,0.6009,1.0,0.7507,0.499,Customer_rating,categorical Integer,Noisy,Linear
ShippingData.csv,Dummy Classifier,0.6009,0.6009,1.0,0.7507,0.5,Customer_rating,categorical Integer,Noisy,Heuristic based
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,NULL,,NULL,Ensemble Tree
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,NULL,,NULL,Probabilistic
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,NULL,,NULL,Ensemble Tree
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,higher,target,Labels,Ensemble Tree
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,age,discrete,Outlier,Ensemble Tree
student-mat-5.csv,Logistic Regression,0.9494,0.9605,0.9865,0.9733,0.7378,age,discrete,Outlier,Linear
student-mat-5.csv,Ada Boost Classifier,0.9494,0.9605,0.9865,0.9733,0.8405,age,discrete,Outlier,Ensemble Tree
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,school,categorical String,Outlier,Ensemble Tree
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,school,categorical String,Outlier,Single Tree
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,school,categorical String,Outlier,Ensemble Tree
student-mat-5.csv,Logistic Regression,0.9494,0.9605,0.9865,0.9733,0.7378,school,categorical String,Outlier,Linear
student-mat-5.csv,Ridge Classifier,0.9367,0.9367,1.0,0.9673,0.0,address,categorical String,Outlier,Linear
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,famsize,categorical String,Outlier,Neural Networks
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,Pstatus,categorical String,Outlier,Ensemble Tree
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,Pstatus,categorical String,Outlier,Linear
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,Pstatus,categorical String,Outlier,Ensemble Tree
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,Fedu,categorical String,Outlier,Single Tree
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,Fedu,categorical String,Outlier,Probabilistic
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,Mjob,categorical String,Outlier,Neural Networks
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,Fjob,categorical String,Outlier,Ensemble Tree
student-mat-5.csv,Ada Boost Classifier,0.9494,0.9605,0.9865,0.9733,0.8405,Fjob,categorical String,Outlier,Ensemble Tree
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,Fjob,categorical String,Outlier,Neural Networks
student-mat-5.csv,Linear Discriminant Analysis,0.9367,0.96,0.973,0.9664,0.7297,Fjob,categorical String,Outlier,Linear
student-mat-5.csv,Ridge Classifier,0.9367,0.9367,1.0,0.9673,0.0,reason,categorical String,Outlier,Linear
student-mat-5.csv,Logistic Regression,0.9494,0.9605,0.9865,0.9733,0.7378,reason,categorical String,Outlier,Linear
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,reason,categorical String,Outlier,Probabilistic
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,guardian,categorical String,Outlier,Neural Networks
ShippingData.csv,Cat Boost Classifier,0.6555,0.7889,0.5825,0.6701,0.727,Warehouse_block,categorical String,Outlier,Ensemble Tree
ShippingData.csv,Cat Boost Classifier,0.6555,0.7889,0.5825,0.6701,0.727,Mode_of_Shipment,categorical String,Outlier,Ensemble Tree
ShippingData.csv,Gaussian Process Classifier,0.4491,0.6554,0.1755,0.2768,0.5,Prior_purchases,categorical Integer,Outlier,Probabilistic
ShippingData.csv,Quadratic Discriminant Analysis,0.6627,0.956,0.4599,0.621,0.705,Gender,binary,Noisy,Probabilistic
ShippingData.csv,Quadratic Discriminant Analysis,0.6627,0.956,0.4599,0.621,0.705,Mode_of_Shipment,categorical String,Noisy,Probabilistic
ShippingData.csv,Extra Tree Classifier,0.6545,0.7744,0.5998,0.676,0.7186,Product_importance,categorical String,Noisy,Single Tree
student-mat-5.csv,Decision Tree Classifier,0.9367,0.9481,0.9865,0.9669,0.5,address,categorical String,Outlier,Single Tree
student-mat-5.csv,Decision Tree Classifier,0.9367,0.9481,0.9865,0.9669,0.5,Fjob,categorical String,Outlier,Single Tree
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,schoolsup,categorical String,Outlier,Linear
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,schoolsup,categorical String,Outlier,Ensemble Tree
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,famsup,categorical String,Outlier,Probabilistic
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,activities,categorical String,Outlier,Probabilistic
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,nursery,categorical String,Outlier,Ensemble Tree
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,nursery,categorical String,Outlier,Probabilistic
student-mat-5.csv,Linear Discriminant Analysis,0.9367,0.96,0.973,0.9664,0.7297,nursery,categorical String,Outlier,Linear
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,nursery,categorical String,Outlier,Linear
student-mat-5.csv,Ada Boost Classifier,0.9494,0.9605,0.9865,0.9733,0.8405,romantic,categorical String,Outlier,Ensemble Tree
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,Medu,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,Medu,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,Medu,categorical Integer,Outlier,Neural Networks
student-mat-5.csv,Ridge Classifier,0.9367,0.9367,1.0,0.9673,0.0,traveltime,categorical Integer,Outlier,Linear
student-mat-5.csv,Linear Discriminant Analysis,0.9367,0.96,0.973,0.9664,0.7297,traveltime,categorical Integer,Outlier,Linear
student-mat-5.csv,Ada Boost Classifier,0.9494,0.9605,0.9865,0.9733,0.8405,studytime,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,famrel,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,Linear Discriminant Analysis,0.9367,0.96,0.973,0.9664,0.7297,famrel,categorical Integer,Outlier,Linear
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,freetime,categorical Integer,Outlier,Linear
student-mat-5.csv,Ada Boost Classifier,0.9494,0.9605,0.9865,0.9733,0.8405,freetime,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,freetime,categorical Integer,Outlier,Probabilistic
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,goout,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,goout,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,goout,categorical Integer,Outlier,Neural Networks
student-mat-5.csv,Ada Boost Classifier,0.9494,0.9605,0.9865,0.9733,0.8405,goout,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,goout,categorical Integer,Outlier,Linear
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,Dalc,categorical Integer,Outlier,Probabilistic
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,Dalc,categorical Integer,Outlier,Neighborg based
student-mat-5.csv,Ada Boost Classifier,0.9494,0.9605,0.9865,0.9733,0.8405,Dalc,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,Linear Discriminant Analysis,0.9367,0.96,0.973,0.9664,0.7297,Dalc,categorical Integer,Outlier,Linear
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,Walc,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,Walc,categorical Integer,Outlier,Probabilistic
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,health,categorical Integer,Outlier,Linear
student-mat-5.csv,Ridge Classifier,0.9367,0.9367,1.0,0.9673,0.0,absences,categorical Integer,Outlier,Linear
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,absences,categorical Integer,Outlier,Single Tree
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,absences,categorical Integer,Outlier,Probabilistic
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,absences,categorical Integer,Outlier,Linear
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,G1,categorical Integer,Outlier,Linear
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,G1,categorical Integer,Outlier,Probabilistic
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,G2,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,G2,categorical Integer,Outlier,Neighborg based
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,G3,categorical Integer,Outlier,Linear
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,G3,categorical Integer,Outlier,Ensemble Tree
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,age,discrete,Noisy,Single Tree
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,age,discrete,Noisy,Probabilistic
student-mat-5.csv,Ridge Classifier,0.9367,0.9367,1.0,0.9673,0.0,school,categorical String,Noisy,Linear
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,school,categorical String,Noisy,Linear
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,school,categorical String,Noisy,Probabilistic
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,school,categorical String,Noisy,Linear
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,sex,categorical String,Noisy,Single Tree
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,address,categorical String,Noisy,Single Tree
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,address,categorical String,Noisy,Neighborg based
student-mat-5.csv,Linear Discriminant Analysis,0.9367,0.96,0.973,0.9664,0.7297,address,categorical String,Noisy,Linear
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,address,categorical String,Noisy,Probabilistic
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,famsize,categorical String,Noisy,Linear
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,famsize,categorical String,Noisy,Neighborg based
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,famsize,categorical String,Noisy,Probabilistic
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,Pstatus,categorical String,Noisy,Single Tree
student-mat-5.csv,Ada Boost Classifier,0.9494,0.9605,0.9865,0.9733,0.8405,Pstatus,categorical String,Noisy,Ensemble Tree
student-mat-5.csv,Logistic Regression,0.9494,0.9605,0.9865,0.9733,0.7378,Pstatus,categorical String,Noisy,Linear
student-mat-5.csv,Logistic Regression,0.9494,0.9605,0.9865,0.9733,0.7378,Fedu,categorical String,Noisy,Linear
student-mat-5.csv,Dummy Classifier,0.9367,0.9367,1.0,0.9673,0.5,Mjob,categorical String,Noisy,Heuristic based
student-mat-5.csv,Decision Tree Classifier,0.9367,0.9481,0.9865,0.9669,0.5,famsup,categorical String,Outlier,Single Tree
student-mat-5.csv,Decision Tree Classifier,0.9367,0.9481,0.9865,0.9669,0.5,Walc,categorical Integer,Outlier,Single Tree
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,reason,categorical String,Noisy,Neighborg based
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,guardian,categorical String,Noisy,Ensemble Tree
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,schoolsup,categorical String,Noisy,Ensemble Tree
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,schoolsup,categorical String,Noisy,Probabilistic
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,famsup,categorical String,Noisy,Linear
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,famsup,categorical String,Noisy,Probabilistic
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,paid,categorical String,Noisy,Ensemble Tree
student-mat-5.csv,Linear Discriminant Analysis,0.9367,0.96,0.973,0.9664,0.7297,paid,categorical String,Noisy,Linear
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,activities,categorical String,Noisy,Ensemble Tree
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,activities,categorical String,Noisy,Linear
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,nursery,categorical String,Noisy,Neighborg based
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,internet,categorical String,Noisy,Linear
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,internet,categorical String,Noisy,Probabilistic
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,internet,categorical String,Noisy,Neural Networks
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,internet,categorical String,Noisy,Linear
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,romantic,categorical String,Noisy,Probabilistic
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,romantic,categorical String,Noisy,Probabilistic
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,romantic,categorical String,Noisy,Probabilistic
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,Medu,categorical Integer,Noisy,Linear
student-mat-5.csv,Ridge Classifier,0.9367,0.9367,1.0,0.9673,0.0,traveltime,categorical Integer,Noisy,Linear
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,traveltime,categorical Integer,Noisy,Ensemble Tree
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,studytime,categorical Integer,Noisy,Probabilistic
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,failures,categorical Integer,Noisy,Probabilistic
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,freetime,categorical Integer,Noisy,Linear
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,goout,categorical Integer,Noisy,Ensemble Tree
student-mat-5.csv,Ridge Classifier,0.9367,0.9367,1.0,0.9673,0.0,Dalc,categorical Integer,Noisy,Linear
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,Dalc,categorical Integer,Noisy,Linear
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,Walc,categorical Integer,Noisy,Linear
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,Walc,categorical Integer,Noisy,Neural Networks
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,Walc,categorical Integer,Noisy,Probabilistic
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,health,categorical Integer,Noisy,Neighborg based
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,absences,categorical Integer,Noisy,Ensemble Tree
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,absences,categorical Integer,Noisy,Neighborg based
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,G1,categorical Integer,Noisy,Ensemble Tree
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,G2,categorical Integer,Noisy,Ensemble Tree
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,G2,categorical Integer,Noisy,Probabilistic
student-mat-5.csv,Ridge Classifier,0.9367,0.9367,1.0,0.9673,0.0,age,discrete,Missing,Linear
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,age,discrete,Missing,Ensemble Tree
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,age,discrete,Missing,Probabilistic
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,traveltime,categorical Integer,Missing,Neural Networks
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,studytime,categorical Integer,Missing,Ensemble Tree
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,studytime,categorical Integer,Missing,Linear
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,famrel,categorical Integer,Missing,Linear
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,famrel,categorical Integer,Missing,Probabilistic
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,freetime,categorical Integer,Missing,Probabilistic
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,freetime,categorical Integer,Missing,Neural Networks
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,freetime,categorical Integer,Missing,Probabilistic
student-mat-5.csv,Decision Tree Classifier,0.9367,0.9481,0.9865,0.9669,0.5,studytime,categorical Integer,Noisy,Single Tree
student-mat-5.csv,Decision Tree Classifier,0.9367,0.9481,0.9865,0.9669,0.5,failures,categorical Integer,Noisy,Single Tree
student-mat-5.csv,Decision Tree Classifier,0.9367,0.9481,0.9865,0.9669,0.5,absences,categorical Integer,Noisy,Single Tree
student-mat-5.csv,Decision Tree Classifier,0.9367,0.9481,0.9865,0.9669,0.5,age,discrete,Missing,Single Tree
student-mat-5.csv,Decision Tree Classifier,0.9367,0.9481,0.9865,0.9669,0.5,Medu,categorical Integer,Missing,Single Tree
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,goout,categorical Integer,Missing,Ensemble Tree
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,goout,categorical Integer,Missing,Probabilistic
student-mat-5.csv,Linear Discriminant Analysis,0.9367,0.96,0.973,0.9664,0.7297,goout,categorical Integer,Missing,Linear
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,Dalc,categorical Integer,Missing,Ensemble Tree
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,Walc,categorical Integer,Missing,Ensemble Tree
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,Walc,categorical Integer,Missing,Linear
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,Walc,categorical Integer,Missing,Ensemble Tree
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,Walc,categorical Integer,Missing,Probabilistic
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,absences,categorical Integer,Missing,Single Tree
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,absences,categorical Integer,Missing,Ensemble Tree
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,G1,categorical Integer,Missing,Probabilistic
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,G2,categorical Integer,Missing,Single Tree
student-mat-5.csv,Logistic Regression,0.9494,0.9605,0.9865,0.9733,0.7378,G2,categorical Integer,Missing,Linear
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,G3,categorical Integer,Missing,Probabilistic
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,sex,categorical String,Missing,Probabilistic
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,address,categorical String,Missing,Ensemble Tree
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,address,categorical String,Missing,Probabilistic
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,famsize,categorical String,Missing,Linear
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,famsize,categorical String,Missing,Probabilistic
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,famsize,categorical String,Missing,Neighborg based
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,Pstatus,categorical String,Missing,Linear
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,Pstatus,categorical String,Missing,Probabilistic
student-mat-5.csv,Ridge Classifier,0.9367,0.9367,1.0,0.9673,0.0,Fedu,categorical String,Missing,Linear
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,Fedu,categorical String,Missing,Single Tree
student-mat-5.csv,Quadratic Discriminant Analysis,0.9367,0.9367,1.0,0.9673,0.5,Fedu,categorical String,Missing,Probabilistic
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,Fedu,categorical String,Missing,Ensemble Tree
student-mat-5.csv,Random Forest Classifier,0.9367,0.9367,1.0,0.9673,0.8351,Mjob,categorical String,Missing,Ensemble Tree
student-mat-5.csv,Dummy Classifier,0.9367,0.9367,1.0,0.9673,0.5,Mjob,categorical String,Missing,Heuristic based
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,Mjob,categorical String,Missing,Neighborg based
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,Mjob,categorical String,Missing,Probabilistic
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,Fjob,categorical String,Missing,Probabilistic
student-mat-5.csv,Dummy Classifier,0.9367,0.9367,1.0,0.9673,0.5,reason,categorical String,Missing,Heuristic based
student-mat-5.csv,K-Neighborg Classifier,0.9367,0.9367,1.0,0.9673,0.8649,reason,categorical String,Missing,Neighborg based
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,reason,categorical String,Missing,Linear
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,guardian,categorical String,Missing,Linear
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,guardian,categorical String,Missing,Probabilistic
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,famsup,categorical String,Missing,Linear
student-mat-5.csv,Extra Tree Classifier,0.9367,0.9367,1.0,0.9673,0.8486,famsup,categorical String,Missing,Single Tree
student-mat-5.csv,Linear Discriminant Analysis,0.9367,0.96,0.973,0.9664,0.7297,famsup,categorical String,Missing,Linear
student-mat-5.csv,SGD Classifier,0.9367,0.9367,1.0,0.9673,0.0,paid,categorical String,Missing,Linear
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,paid,categorical String,Missing,Probabilistic
student-mat-5.csv,Support Vector Machine,0.9367,0.9367,1.0,0.9673,0.7784,activities,categorical String,Missing,Linear
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,activities,categorical String,Missing,Ensemble Tree
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,nursery,categorical String,Missing,Ensemble Tree
student-mat-5.csv,Gaussian Naive Bayes,0.557,1.0,0.527,0.6903,0.4405,nursery,categorical String,Missing,Probabilistic
student-mat-5.csv,MLP Classifier,0.9367,0.9367,1.0,0.9673,0.9243,internet,categorical String,Missing,Neural Networks
student-mat-5.csv,Gaussian Process Classifier,0.962,0.961,1.0,0.9801,0.5,internet,categorical String,Missing,Probabilistic
student-mat-5.csv,Ridge Classifier,0.9367,0.9367,1.0,0.9673,0.0,romantic,categorical String,Missing,Linear
student-mat-5.csv,Logistic Regression,0.9494,0.9605,0.9865,0.9733,0.7378,romantic,categorical String,Missing,Linear
student-mat-5.csv,Gradient Boosting Classifier,0.9494,0.9487,1.0,0.9737,0.6797,romantic,categorical String,Missing,Ensemble Tree
student-mat-5.csv,Cat Boost Classifier,0.9367,0.9367,1.0,0.9673,0.8392,higher,target,DuplicatedAll,Ensemble Tree
student-mat-5.csv,Dummy Classifier,0.9367,0.9367,1.0,0.9673,0.5,higher,target,DuplicatedAll,Heuristic based
transfusion.csv,Dummy Classifier,0.7333,0.0,0.0,0.0,0.5,NULL,,NULL,Heuristic based
